X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.437,100.000,0.0,1.0e-06,0.274
0.000,0.000,0.000,4.991,2573.756,0.1,6.2e-04,0.888
0.000,0.000,0.000,4.183,2369.058,0.1,5.8e-04,0.853
0.000,0.000,0.000,8.038,1454.069,0.6,1.0e-06,0.296
0.000,0.000,0.000,0.000,472.251,0.0,1.0e-06,0.101
