X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.634,100.000,0.0,1.0e-06,0.373
0.000,0.000,0.000,5.435,2528.498,0.1,6.3e-04,0.895
0.000,0.000,0.000,4.501,2319.064,0.1,5.9e-04,0.860
0.000,0.000,0.000,7.716,1687.720,0.5,1.0e-06,0.267
0.000,0.000,0.000,0.000,576.729,0.0,1.0e-06,0.103
