X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.386,100.000,0.0,1.0e-06,0.308
0.000,0.000,0.000,5.470,2647.999,0.1,6.2e-04,0.892
0.000,0.000,0.000,4.515,2437.117,0.1,5.8e-04,0.856
0.000,0.000,0.000,8.164,1580.930,0.5,1.0e-06,0.306
0.000,0.000,0.000,0.000,469.696,0.0,1.0e-06,0.100
