X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.399,100.000,0.0,1.0e-06,0.330
0.000,0.000,0.000,5.189,2635.104,0.1,6.2e-04,0.892
0.000,0.000,0.000,4.282,2429.597,0.1,5.8e-04,0.857
0.000,0.000,0.000,8.365,1463.592,0.6,1.0e-06,0.325
0.000,0.000,0.000,0.000,429.031,0.0,1.0e-06,0.098
