time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.909156212e-06,5.076933333e-04,2.894666667e-07,7.107706667e-05,1.067533175e+03,6.093000000e+01
6.070000e-06,6.949090433e-06,1.943066667e-04,1.305720000e-07,2.720293333e-05,7.877919272e+02,8.555000000e+01
7.080000e-06,2.271987705e-06,7.394400000e-05,7.569466667e-08,1.035216000e-05,1.284355469e+03,1.260800000e+02
8.520000e-06,-7.909840382e-07,1.818266667e-05,4.076800000e-08,2.545573333e-06,-1.906192907e+03,2.359100000e+02
1.053000e-05,1.055345904e-06,8.004533333e-07,3.159866667e-08,1.120634667e-07,1.105013241e+03,1.328770000e+03
1.255000e-05,1.036858156e-06,-8.167466667e-07,2.990000000e-08,1.143445333e-07,8.345625233e+02,-9.789400000e+02
1.456000e-05,1.409391019e-07,-5.291866667e-07,3.097466667e-08,7.408613333e-08,2.464457664e+03,-1.020590000e+03
1.744000e-05,-3.083616901e-07,-9.070533333e-08,2.303600000e-08,1.269874667e-08,-1.082414433e+03,-2.447450000e+03
2.146000e-05,-1.037566728e-07,1.604200000e-07,2.196133333e-08,2.245880000e-08,-1.583498901e+03,1.183910000e+03
2.549000e-05,1.457330781e-07,2.912000000e-07,2.164933333e-08,4.076800000e-08,9.477406366e+02,5.975400000e+02
2.950000e-05,9.471299646e-08,3.045466667e-07,1.863333333e-08,4.263653333e-08,9.901513314e+02,4.543200000e+02
3.528000e-05,-9.840002135e-08,2.357333333e-07,1.608186667e-08,3.300266667e-08,-7.163636892e+02,4.002500000e+02
4.330000e-05,-8.021277427e-08,1.878933333e-07,1.601600000e-08,2.630506667e-08,-5.834932031e+02,3.308000000e+02
5.140000e-05,-5.775664666e-09,1.341253333e-07,1.826933333e-08,1.877754667e-08,-2.533211641e+03,3.112000000e+02
5.941000e-05,9.035682330e-09,1.064786667e-07,1.913600000e-08,1.913600000e-08,1.476629125e+03,2.851600000e+02
7.095000e-05,-9.305303442e-09,8.607733333e-08,1.389613333e-08,1.389613333e-08,-1.077135387e+03,2.444200000e+02
8.707000e-05,-2.900087394e-08,6.051066667e-08,1.358413333e-08,1.358413333e-08,-3.588858668e+02,2.197800000e+02
