,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,5.918776680513062e-06,1.3911268900702523e-06,1.4867739008583382e-06,-1.5276797357612176e-06,-5.270411636369073e-08,-7.882029334159506e-10,-7.663989951345784e-10,9.745117201980032e-09,-4.945761249065583e-08,-0.0006707393049707084,4.897148585687755e-06,4.8312497035095445e-06,1.8017808704517303e-05,0.0002785695804450258,-0.1496959268868506,4.075979222765753e-05,2.9397349565059916e-05,-3.495079907117214,0.14426291627662738,-1.8781043300943896e-06,-5.140608418639487e-07,-9.042000734815697e-07,-9.248674246154946e-05,-2.8543459670921272e-05
dB/dt tg02,1.2229283584315871e-06,1.5336033904186336e-06,1.5436009927231943e-06,-2.426194372123047e-06,1.087869779006349e-08,3.73995988811271e-12,-2.626473020140877e-10,-7.43696373938048e-10,-3.4986651969298076e-08,-0.0004693202767672995,-2.2028486789200726e-07,1.5670769042763069e-06,1.272075390920792e-05,0.00019537947866646167,-0.15100823236526453,3.3896268385939444e-05,2.4690525425713557e-05,-16.341785192724874,0.10140546901108433,2.0501325788653255e-07,2.5461543714338193e-07,-2.1371250244129161e-07,-0.00011775019603298579,-2.0222934029045135e-05
dB/dt tg03,1.2135073753576405e-06,6.344416858997546e-07,6.59615562176289e-07,-7.531127165331473e-07,-2.60934528586109e-09,-2.0229845229252935e-10,-2.2140573031452534e-10,3.6850172299077e-09,-2.3101481438554777e-08,-0.0003176852290495131,1.1421028917740427e-06,1.3363956324938777e-06,1.113677487919749e-05,0.00012328033354507104,-0.1167976126760581,2.9076710315413473e-05,2.1278609465530512e-05,-2.5833888645577407,0.06712302647053449,1.134646302453801e-07,-4.263187462804464e-09,-1.84594981111772e-07,-4.4726557788315114e-05,-1.3377800794768625e-05
dB/dt tg04,1.3708755170917621e-06,8.849413141143632e-09,4.5037751291005024e-08,3.9803430098070275e-07,-1.4664999427113962e-08,-3.480506720120874e-10,-2.004127646868851e-10,6.413504194557278e-09,-1.371425559622981e-08,-0.00019745695267479093,2.115951989795105e-06,1.2306665626601584e-06,8.795283093709717e-06,6.813476808344984e-05,-0.08180013847419133,2.4308902666401547e-05,1.779710139958916e-05,6.6797362100582856,0.03999061034589962,-5.592715425197984e-08,-1.9839738810148154e-07,-1.8327990521446671e-07,6.4372559602975225e-06,-7.960377896614449e-06
dB/dt tg05,-4.810174870435863e-08,3.3599694587600166e-07,3.36263044127373e-07,-4.793914830286127e-07,7.71704901704181e-09,8.130413763799618e-12,-3.954195052560372e-11,3.666331748139756e-10,-9.498188480335218e-09,-0.00013593573435483918,-1.7138320501366944e-07,1.882996749005027e-07,4.662345164772411e-06,4.8263422857745044e-05,-0.06811013880415885,1.9949819495542726e-05,1.4526826550702773e-05,-3.01060544198342,0.027302745992259334,5.205067993288473e-07,1.3870247723928115e-07,2.6628379259391383e-08,-2.4675377375884102e-05,-5.5132725982387245e-06
dB/dt tg06,-2.8862506024527717e-07,3.061514771869709e-07,3.0026598164963547e-07,-4.977671014962509e-07,9.850503841691179e-09,6.43415600196497e-11,-2.325362975516731e-12,-6.665756332243337e-10,-6.58410823581416e-09,-9.562491517255734e-05,-5.183870793601015e-07,-4.391733738940136e-08,2.9469689136307313e-06,3.319844463489707e-05,-0.05314196966606715,1.703908201592801e-05,1.232650801990172e-05,-3.7915697779887396,0.01878018037703597,5.545083879669883e-07,1.7386311335401256e-07,6.473012133547179e-08,-2.345705278513809e-05,-3.822775014300032e-06
dB/dt tg07,-1.1301352076489187e-08,1.1280133596964053e-07,1.1420850836275671e-07,-1.188867821558379e-07,3.0342140934594573e-09,-1.525720489342037e-11,-1.9868044672365328e-11,6.050829110148142e-10,-4.2995060018220995e-09,-6.565512928905542e-05,1.1702623883793823e-08,8.207463862079347e-08,2.413431732735779e-06,2.031277848228226e-05,-0.03887207788412867,1.4971860669732036e-05,1.0759564969924718e-05,-0.467949430510081,0.012257691274818806,3.5881193360908667e-07,7.381011386870193e-08,2.7815279877242514e-08,-7.281791217908637e-06,-2.4994839512897385e-06
dB/dt tg08,1.2024537174607535e-07,8.93233647082434e-09,1.344292299395887e-08,7.535822420305222e-08,-5.646071023485002e-10,-4.956901211741551e-11,-2.482461760356135e-11,1.1032482773075185e-09,-2.5812320419967633e-09,-4.208273580871153e-05,2.479717583210659e-07,1.2396403994850558e-07,1.8045285399050199e-06,1.1134122224353948e-05,-0.026995010547638934,1.2854691592886513e-05,9.145546033723912e-06,1.1464640936483226,0.007337906047789331,2.2877979093241945e-07,2.128880298517841e-08,9.466297759773991e-09,1.3409845418114064e-06,-1.5024922534351005e-06
dB/dt tg09,7.596492264262918e-09,2.949921787151863e-08,3.052623246070177e-08,-3.5673744568749785e-09,9.225325446257826e-10,-1.4376176883207017e-11,-8.908724865479537e-12,4.2978396249485174e-10,-1.6612495921744825e-09,-2.7838378900042093e-05,3.202947990970508e-08,2.6338737018325234e-08,1.062121525130288e-06,7.083312702618378e-06,-0.01942833289449529,1.0852201955623855e-05,7.611077970610624e-06,0.20882983980431075,0.004661999686577684,2.1633843091054495e-07,4.307503137676439e-08,2.271928016763787e-08,-1.1422679906068055e-06,-9.661394495378748e-07
dB/dt tg10,-1.0431411555550924e-07,6.239083599799037e-08,6.015130384681978e-08,-1.0110688655049777e-07,2.714233691358345e-09,1.915358662542178e-11,4.273788303250662e-12,-1.8696181000108225e-10,-1.2582254054031927e-09,-2.0884159660092823e-05,-1.770881618773087e-07,-5.5844215606496355e-08,5.87157996499409e-07,5.656470166789847e-06,-0.015342848134593762,9.470026984903353e-06,6.550921590533013e-06,-0.8199388112737204,0.0034821448704637475,2.235503484179392e-07,6.815419900359417e-08,3.538611743071205e-08,-4.669368008605356e-06,-7.302514333168036e-07
