X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.414,100.000,0.0,1.0e-06,0.297
0.000,0.000,0.000,5.222,2633.153,0.1,6.2e-04,0.888
0.000,0.000,0.000,4.308,2414.040,0.1,5.8e-04,0.853
0.000,0.000,0.000,7.941,1674.629,0.6,1.0e-06,0.300
0.000,0.000,0.000,0.000,480.646,0.0,1.0e-06,0.100
