X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.433,100.000,0.0,1.0e-06,0.340
0.000,0.000,0.000,5.168,2600.576,0.1,6.2e-04,0.892
0.000,0.000,0.000,4.294,2398.832,0.1,5.8e-04,0.857
0.000,0.000,0.000,7.837,1647.660,0.6,1.0e-06,0.314
0.000,0.000,0.000,0.000,475.144,0.0,1.0e-06,0.099
