time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.009188068e-06,5.076933333e-04,2.894666667e-07,8.630786667e-05,1.322776578e+03,6.093000000e+01
6.070000e-06,3.135430889e-06,1.943066667e-04,1.305720000e-07,3.303213333e-05,1.339158596e+03,8.555000000e+01
7.080000e-06,1.665100140e-06,7.394400000e-05,7.569466667e-08,1.257048000e-05,1.580019036e+03,1.260800000e+02
8.520000e-06,6.793940129e-07,1.818266667e-05,4.076800000e-08,3.091053333e-06,2.109587380e+03,2.359100000e+02
1.053000e-05,5.039861276e-07,8.004533333e-07,3.159866667e-08,1.360770667e-07,1.808637981e+03,1.328770000e+03
1.255000e-05,3.243098114e-07,-8.167466667e-07,2.990000000e-08,1.388469333e-07,1.811194339e+03,-9.789400000e+02
1.456000e-05,1.309803092e-07,-5.291866667e-07,3.097466667e-08,8.996173333e-08,2.587845559e+03,-1.020590000e+03
1.744000e-05,1.589993502e-08,-9.070533333e-08,2.303600000e-08,1.541990667e-08,7.813344133e+03,-2.447450000e+03
2.146000e-05,2.301270629e-09,1.604200000e-07,2.196133333e-08,2.727140000e-08,2.005934100e+04,1.183910000e+03
2.549000e-05,1.558155256e-08,2.912000000e-07,2.164933333e-08,4.950400000e-08,4.207147856e+03,5.975400000e+02
2.950000e-05,3.447177500e-09,3.045466667e-07,1.863333333e-08,5.177293333e-08,9.015687765e+03,4.543200000e+02
3.528000e-05,-2.154099500e-08,2.357333333e-07,1.608186667e-08,4.007466667e-08,-1.972210135e+03,4.002500000e+02
4.330000e-05,-1.984947344e-08,1.878933333e-07,1.601600000e-08,3.194186667e-08,-1.480353720e+03,3.308000000e+02
5.140000e-05,-1.050945341e-08,1.341253333e-07,1.826933333e-08,2.280130667e-08,-1.699623403e+03,3.112000000e+02
5.941000e-05,-7.742814906e-09,1.064786667e-07,1.913600000e-08,1.913600000e-08,-1.636739190e+03,2.851600000e+02
7.095000e-05,-8.296571091e-09,8.607733333e-08,1.389613333e-08,1.463314667e-08,-1.162763957e+03,2.444200000e+02
8.707000e-05,-8.991434636e-09,6.051066667e-08,1.358413333e-08,1.358413333e-08,-7.834496397e+02,2.197800000e+02
