time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.224532311e-06,5.076933333e-04,2.894666667e-07,4.061546667e-05,1.481877477e+03,6.093000000e+01
6.070000e-06,2.619157962e-06,1.943066667e-04,1.305720000e-07,1.554453333e-05,1.509810266e+03,8.555000000e+01
7.080000e-06,1.378072165e-06,7.394400000e-05,7.569466667e-08,5.915520000e-06,1.792426064e+03,1.260800000e+02
8.520000e-06,5.548061437e-07,1.818266667e-05,4.076800000e-08,1.454613333e-06,2.414633127e+03,2.359100000e+02
1.053000e-05,4.154291622e-07,8.004533333e-07,3.159866667e-08,6.403626667e-08,2.057308317e+03,1.328770000e+03
1.255000e-05,2.676297905e-07,-8.167466667e-07,2.990000000e-08,6.533973333e-08,2.058648220e+03,-9.789400000e+02
1.456000e-05,1.059899837e-07,-5.291866667e-07,3.097466667e-08,4.233493333e-08,2.980111261e+03,-1.020590000e+03
1.744000e-05,9.919199454e-09,-9.070533333e-08,2.303600000e-08,7.256426667e-09,1.070161782e+04,-2.447450000e+03
2.146000e-05,-1.776138147e-10,1.604200000e-07,2.196133333e-08,2.196133333e-08,-1.106565934e+05,1.183910000e+03
2.549000e-05,1.215351078e-08,2.912000000e-07,2.164933333e-08,2.329600000e-08,4.965089644e+03,5.975400000e+02
2.950000e-05,2.161694990e-09,3.045466667e-07,1.863333333e-08,2.436373333e-08,1.230585187e+04,4.543200000e+02
3.528000e-05,-1.905878353e-08,2.357333333e-07,1.608186667e-08,1.885866667e-08,-2.139933321e+03,4.002500000e+02
4.330000e-05,-1.741209347e-08,1.878933333e-07,1.601600000e-08,1.601600000e-08,-1.615464801e+03,3.308000000e+02
5.140000e-05,-9.270176309e-09,1.341253333e-07,1.826933333e-08,1.826933333e-08,-1.847909902e+03,3.112000000e+02
5.941000e-05,-6.834639049e-09,1.064786667e-07,1.913600000e-08,1.913600000e-08,-1.778695790e+03,2.851600000e+02
7.095000e-05,-7.291120629e-09,8.607733333e-08,1.389613333e-08,1.389613333e-08,-1.267343859e+03,2.444200000e+02
8.707000e-05,-7.894876512e-09,6.051066667e-08,1.358413333e-08,1.358413333e-08,-8.544110411e+02,2.197800000e+02
