time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.754534809e-05,5.076933333e-04,2.894666667e-07,2.538466667e-05,5.735307780e+02,6.093000000e+01
6.070000e-06,9.728613341e-06,1.943066667e-04,1.305720000e-07,9.715333333e-06,6.295006842e+02,8.555000000e+01
7.080000e-06,6.031996137e-06,7.394400000e-05,7.569466667e-08,3.697200000e-06,6.698566208e+02,1.260800000e+02
8.520000e-06,3.568009376e-06,1.818266667e-05,4.076800000e-08,9.091333333e-07,6.982238365e+02,2.359100000e+02
1.053000e-05,1.971147755e-06,8.004533333e-07,3.159866667e-08,4.002266667e-08,7.285923076e+02,1.328770000e+03
1.255000e-05,1.221342934e-06,-8.167466667e-07,2.990000000e-08,4.083733333e-08,7.482499464e+02,-9.789400000e+02
1.456000e-05,8.280840155e-07,-5.291866667e-07,3.097466667e-08,2.645933333e-08,7.568783701e+02,-1.020590000e+03
1.744000e-05,5.171525099e-07,-9.070533333e-08,2.303600000e-08,4.535266667e-09,7.668105770e+02,-2.447450000e+03
2.146000e-05,3.019831936e-07,1.604200000e-07,2.196133333e-08,2.196133333e-08,7.767953343e+02,1.183910000e+03
2.549000e-05,1.943919241e-07,2.912000000e-07,2.164933333e-08,2.164933333e-08,7.821249054e+02,5.975400000e+02
2.950000e-05,1.337350346e-07,3.045466667e-07,1.863333333e-08,1.863333333e-08,7.867036479e+02,4.543200000e+02
3.528000e-05,8.448698119e-08,2.357333333e-07,1.608186667e-08,1.608186667e-08,7.929950890e+02,4.002500000e+02
4.330000e-05,4.972745182e-08,1.878933333e-07,1.601600000e-08,1.601600000e-08,8.025412354e+02,3.308000000e+02
5.140000e-05,3.181557157e-08,1.341253333e-07,1.826933333e-08,1.826933333e-08,8.121688005e+02,3.112000000e+02
5.941000e-05,2.167791820e-08,1.064786667e-07,1.913600000e-08,1.913600000e-08,8.239490377e+02,2.851600000e+02
7.095000e-05,1.309914694e-08,8.607733333e-08,1.389613333e-08,1.389613333e-08,8.575549894e+02,2.444200000e+02
8.707000e-05,7.463526460e-09,6.051066667e-08,1.358413333e-08,1.358413333e-08,8.870219391e+02,2.197800000e+02
