X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.507,100.000,0.0,1.0e-06,0.230
0.000,0.000,0.000,4.990,2548.359,0.1,6.1e-04,0.881
0.000,0.000,0.000,4.211,2350.986,0.1,5.7e-04,0.846
0.000,0.000,0.000,8.208,1444.974,0.5,1.0e-06,0.290
0.000,0.000,0.000,0.000,443.483,0.0,1.0e-06,0.099
