X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.483,100.000,0.0,1.0e-06,0.462
0.000,0.000,0.000,5.222,2596.271,0.1,6.3e-04,0.899
0.000,0.000,0.000,4.265,2384.509,0.1,5.9e-04,0.865
0.000,0.000,0.000,7.487,1387.895,0.6,1.0e-06,0.323
0.000,0.000,0.000,0.000,621.479,0.0,1.0e-06,0.104
