X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.360,100.000,0.0,1.0e-06,0.250
0.000,0.000,0.000,4.853,2628.540,0.1,6.1e-04,0.886
0.000,0.000,0.000,4.061,2420.979,0.1,5.7e-04,0.851
0.000,0.000,0.000,8.382,1403.059,0.6,1.0e-06,0.313
0.000,0.000,0.000,0.000,443.407,0.0,1.0e-06,0.099
