X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.292,100.000,0.0,1.0e-06,0.372
0.000,0.000,0.000,5.500,2765.194,0.1,6.3e-04,0.896
0.000,0.000,0.000,4.505,2563.734,0.1,5.8e-04,0.861
0.000,0.000,0.000,9.271,1714.773,0.6,1.0e-06,0.307
0.000,0.000,0.000,0.000,456.225,0.0,1.0e-06,0.100
