time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.163479398e-06,4.462222222e-04,8.113777778e-07,4.908444444e-05,1.827616080e+03,6.753000000e+01
6.070000e-06,-2.317619119e-07,1.664000000e-04,4.302222222e-07,1.830400000e-05,-7.732721720e+03,9.646000000e+01
7.080000e-06,5.445160605e-07,6.088888889e-05,2.163555556e-07,6.697777778e-06,3.385418406e+03,1.459600000e+02
8.520000e-06,1.133287218e-06,1.345066667e-05,8.888888889e-08,1.479573333e-06,1.525394788e+03,2.933000000e+02
1.053000e-05,-2.736011293e-07,-1.269155556e-07,4.288000000e-08,1.396071111e-08,-2.764069979e+03,-4.613020000e+03
1.255000e-05,-4.641568878e-07,-1.217600000e-06,3.708444444e-08,1.339360000e-07,-1.450414614e+03,-7.629400000e+02
1.456000e-05,-1.122985872e-07,-7.752888889e-07,3.242666667e-08,8.528177778e-08,-2.916238840e+03,-8.046500000e+02
1.744000e-05,5.787896699e-08,-2.453333333e-07,1.733155556e-08,2.698666667e-08,3.358022444e+03,-1.282560000e+03
2.146000e-05,-4.823372985e-08,9.201777778e-08,1.968000000e-08,1.968000000e-08,-2.683643457e+03,1.744160000e+03
2.549000e-05,-1.558956613e-07,2.675555556e-07,1.820444444e-08,2.943111111e-08,-9.215151898e+02,6.429300000e+02
2.950000e-05,-1.216784054e-07,2.487111111e-07,2.019555556e-08,2.735822222e-08,-8.521104213e+02,5.288500000e+02
3.528000e-05,-1.854721448e-08,2.112000000e-07,1.554133333e-08,2.323200000e-08,-2.216195929e+03,4.379700000e+02
4.330000e-05,-1.246406416e-08,2.252444444e-07,1.534044444e-08,2.477688889e-08,-2.053156079e+03,2.982000000e+02
5.140000e-05,-3.661011543e-08,1.458133333e-07,1.629511111e-08,1.629511111e-08,-7.522040129e+02,2.993400000e+02
5.941000e-05,-3.619276749e-08,7.265777778e-08,1.595200000e-08,1.595200000e-08,-5.954259989e+02,3.741900000e+02
7.095000e-05,-1.998032769e-08,6.384000000e-08,1.109333333e-08,1.109333333e-08,-6.581918580e+02,3.034000000e+02
8.707000e-05,-4.385649448e-09,7.354666667e-08,1.057955556e-08,1.057955556e-08,-1.285892685e+03,1.962500000e+02
