X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.341,100.000,0.0,1.0e-06,0.272
0.000,0.000,0.000,4.825,2629.856,0.1,6.1e-04,0.885
0.000,0.000,0.000,4.051,2438.026,0.1,5.7e-04,0.851
0.000,0.000,0.000,7.846,1529.774,0.5,1.0e-06,0.265
0.000,0.000,0.000,0.000,532.391,0.0,1.0e-06,0.101
