	 2.42563e+01	-3.12067e+00	 1.00000e+02	 2.00000e+00
	 4.74249e+01	-5.55017e+00	 1.00000e+02	 2.00000e+00
	 2.11854e+01	-1.13498e+00	 1.00000e+02	 2.00000e+00
	-2.11766e+01	-6.73158e+00	 1.00000e+02	 2.00000e+00
	-9.54882e+00	-5.49248e+00	 1.00000e+02	 2.00000e+00
	 3.49518e-01	-9.63974e+00	 1.00000e+02	 2.00000e+00
	 6.75641e+00	-4.25844e+00	 1.00000e+02	 2.00000e+00
	-5.21372e+00	-1.67689e+01	 1.00000e+02	 2.00000e+00
	-1.17285e+01	-1.33729e+00	 1.00000e+02	 2.00000e+00
	 4.86356e+01	-3.95915e+00	 1.00000e+02	 2.00000e+00
	 3.58472e+01	-3.10566e+01	 1.00000e+02	 2.00000e+00
	 2.44630e+01	-3.99633e+00	 1.00000e+02	 2.00000e+00
	 1.67270e+01	-1.50153e+00	 1.00000e+02	 2.00000e+00
	 6.69121e-01	-1.01665e+01	 1.00000e+02	 2.00000e+00
	 1.25118e+01	-4.42919e+00	 1.00000e+02	 2.00000e+00
	 1.43832e+01	-2.08661e+00	 1.00000e+02	 2.00000e+00
	 1.43125e+01	-2.20400e+00	 1.00000e+02	 2.00000e+00
	 5.56719e+00	-5.36233e+00	 1.00000e+02	 2.00000e+00
	-2.91579e+00	-2.77796e+00	 1.00000e+02	 2.00000e+00
	-2.18835e+01	-8.22758e+00	 1.00000e+02	 2.00000e+00
	 2.97424e+01	-3.63546e+00	 1.00000e+02	 2.00000e+00
	 8.74878e+00	-8.16961e+00	 1.00000e+02	 2.00000e+00
	 1.41423e+01	-5.89942e+00	 1.00000e+02	 2.00000e+00
	 3.46298e+00	-4.19234e+00	 1.00000e+02	 2.00000e+00
	 1.28567e+01	-8.93494e+00	 1.00000e+02	 2.00000e+00
	 1.28357e+01	-4.88925e+00	 1.00000e+02	 2.00000e+00
	-1.76053e+01	-1.53287e+01	 1.00000e+02	 2.00000e+00
	-4.95238e+01	-1.52005e+01	 1.00000e+02	 2.00000e+00
	 6.64659e+00	-4.13781e+00	 1.00000e+02	 2.00000e+00
	 1.11060e+01	-4.50991e+00	 1.00000e+02	 2.00000e+00
