    0.38097E+01   -0.27247E+01    0.10000E+03    0.20000E+01
    0.22494E+01   -0.27404E+01    0.10000E+03    0.20000E+01
    0.11272E+02   -0.27191E+00    0.10000E+03    0.20000E+01
    0.50132E+01   -0.11090E+01    0.10000E+03    0.20000E+01
    0.50731E+01   -0.11535E+01    0.10000E+03    0.20000E+01
    0.99928E+01   -0.29652E+01    0.10000E+03    0.20000E+01
    0.14804E+01   -0.11493E+00    0.10000E+03    0.20000E+01
    0.10074E+02   -0.28837E+01    0.10000E+03    0.20000E+01
    0.85400E+01   -0.36449E+01    0.10000E+03    0.20000E+01
    0.30127E+00   -0.18205E+01    0.10000E+03    0.20000E+01
    0.23193E+01   -0.28110E+01    0.10000E+03    0.20000E+01
    0.98013E+01   -0.32652E+00    0.10000E+03    0.20000E+01
    0.84524E+01   -0.37462E+01    0.10000E+03    0.20000E+01
    0.66779E+01   -0.40383E+00    0.10000E+03    0.20000E+01
    0.60248E+01   -0.34645E+01    0.10000E+03    0.20000E+01
    0.15169E+01   -0.15491E+00    0.10000E+03    0.20000E+01
    0.11220E+02   -0.24685E+00    0.10000E+03    0.20000E+01
    0.37366E+01   -0.27999E+01    0.10000E+03    0.20000E+01
    0.54103E+01   -0.27186E+01    0.10000E+03    0.20000E+01
    0.23305E+00   -0.17628E+01    0.10000E+03    0.20000E+01
    0.63809E+01   -0.74554E+00    0.10000E+03    0.20000E+01
    0.66825E+01   -0.33631E+00    0.10000E+03    0.20000E+01
    0.54116E+01   -0.20517E+01    0.10000E+03    0.20000E+01
    0.29924E+01   -0.11428E+01    0.50000E+02    0.16990E+01
    0.40565E+01   -0.16361E+01    0.10000E+03    0.20000E+01
    0.27977E+01   -0.10875E+01    0.50000E+02    0.16990E+01
    0.60593E+01   -0.66671E+00    0.10000E+03    0.20000E+01
    0.64856E+01   -0.11363E+01    0.10000E+03    0.20000E+01
    0.52092E+01   -0.28687E+00    0.10000E+03    0.20000E+01
    0.92899E+01   -0.13191E+00    0.10000E+03    0.20000E+01
    0.82162E+01   -0.37418E+01    0.10000E+03    0.20000E+01
    0.83226E+01   -0.36580E+01    0.10000E+03    0.20000E+01
    0.10414E+02   -0.34733E+01    0.10000E+03    0.20000E+01
    0.59461E+01   -0.35498E+01    0.10000E+03    0.20000E+01
    0.92216E+01   -0.22628E+00    0.10000E+03    0.20000E+01
    0.98137E+01   -0.39238E+00    0.10000E+03    0.20000E+01
    0.54879E+01   -0.27891E+01    0.10000E+03    0.20000E+01
    0.10420E+02   -0.11290E+01    0.10000E+03    0.20000E+01
    0.40652E+01   -0.20692E+00    0.10000E+03    0.20000E+01
    0.10501E+02   -0.35468E+01    0.10000E+03    0.20000E+01
    0.61023E+01   -0.71558E+00    0.10000E+03    0.20000E+01
    0.79384E+01   -0.16113E+00    0.10000E+03    0.20000E+01
    0.41053E+01   -0.16978E+01    0.10000E+03    0.20000E+01
    0.93383E+01   -0.16766E+00    0.10000E+03    0.20000E+01
    0.28488E+01   -0.11367E+01    0.50000E+02    0.16990E+01
    0.34105E+01   -0.26426E+01    0.10000E+03    0.20000E+01
    0.48231E+01   -0.12030E+00    0.10000E+03    0.20000E+01
    0.77253E+01   -0.22974E+00    0.10000E+03    0.20000E+01
    0.76078E+01   -0.35413E+01    0.10000E+03    0.20000E+01
    0.10816E+02   -0.23819E+01    0.10000E+03    0.20000E+01
    0.91664E+01   -0.23649E+00    0.10000E+03    0.20000E+01
    0.52860E+01   -0.27192E+01    0.10000E+03    0.20000E+01
    0.19055E+01   -0.71659E+00    0.10000E+03    0.20000E+01
    0.86464E+01   -0.36677E+01    0.10000E+03    0.20000E+01
    0.92883E+00   -0.15878E+00    0.10000E+03    0.20000E+01
    0.58725E+01   -0.80674E+00    0.10000E+03    0.20000E+01
    0.77002E+01   -0.34657E+01    0.10000E+03    0.20000E+01
    0.63303E+01   -0.77372E+00    0.10000E+03    0.20000E+01
    0.29339E+01   -0.10963E+01    0.50000E+02    0.16990E+01
    0.57225E+01   -0.16775E+01    0.10000E+03    0.20000E+01
    0.13695E+01   -0.15468E+00    0.10000E+03    0.20000E+01
    0.93853E+01   -0.29801E+01    0.10000E+03    0.20000E+01
    0.40281E+01   -0.24713E+00    0.10000E+03    0.20000E+01
    0.10585E+02   -0.13166E+01    0.10000E+03    0.20000E+01
    0.99845E+01   -0.11510E+01    0.10000E+03    0.20000E+01
    0.78905E+01   -0.12396E+00    0.10000E+03    0.20000E+01
    0.14851E+01   -0.16972E+01    0.10000E+03    0.20000E+01
    0.22327E+01   -0.16989E+01    0.50000E+02    0.16990E+01
    0.39067E+01   -0.45601E+00    0.10000E+03    0.20000E+01
    0.88643E+00   -0.12330E+00    0.10000E+03    0.20000E+01
    0.54963E+00   -0.20721E+01    0.10000E+03    0.20000E+01
    0.10033E+02   -0.12079E+01    0.10000E+03    0.20000E+01
    0.52072E+01   -0.27911E+01    0.10000E+03    0.20000E+01
    0.39874E+01   -0.27981E+01    0.10000E+03    0.20000E+01
    0.13295E+01   -0.15051E+01    0.10000E+03    0.20000E+01
