time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.612849987e-06,5.176933333e-04,3.815733333e-07,4.141546667e-05,1.444878516e+03,6.219000000e+01
6.070000e-06,2.196395591e-06,1.988044444e-04,2.347022222e-07,1.590435556e-05,1.755372510e+03,8.710000000e+01
7.080000e-06,1.345143622e-06,7.624177778e-05,1.540871111e-07,6.099342222e-06,1.883314945e+03,1.277100000e+02
8.520000e-06,8.102014613e-07,1.853200000e-05,6.973644444e-08,1.482560000e-06,1.939528418e+03,2.408600000e+02
1.053000e-05,2.840368488e-07,9.067377778e-07,4.054444444e-08,7.253902222e-08,2.740693128e+03,1.264260000e+03
1.255000e-05,1.053698070e-07,-8.582666667e-07,4.958266667e-08,6.866133333e-08,3.962237346e+03,-9.792000000e+02
1.456000e-05,7.263087577e-08,-4.038044444e-07,4.378800000e-08,3.230435556e-08,3.964067197e+03,-1.263580000e+03
1.744000e-05,4.314646439e-08,2.693244444e-08,2.984800000e-08,2.984800000e-08,4.152247287e+03,5.685730000e+03
2.146000e-05,1.924831621e-09,3.024888889e-07,3.174311111e-08,3.174311111e-08,2.336214926e+04,8.019500000e+02
2.549000e-05,-2.292505932e-08,3.884977778e-07,3.123288889e-08,3.123288889e-08,-3.362539919e+03,5.097000000e+02
2.950000e-05,-2.273504635e-08,3.817555556e-07,3.236266667e-08,3.236266667e-08,-2.650474096e+03,4.040700000e+02
3.528000e-05,-1.103825692e-08,3.250844444e-07,2.543822222e-08,2.600675556e-08,-3.184267375e+03,3.339800000e+02
4.330000e-05,-1.015348072e-08,2.481866667e-07,2.465466667e-08,2.465466667e-08,-2.392954056e+03,2.841100000e+02
5.140000e-05,-1.241305329e-08,2.013555556e-07,2.629466667e-08,2.629466667e-08,-1.572654089e+03,2.453600000e+02
5.941000e-05,-1.138615177e-08,1.346622222e-07,2.833555556e-08,2.833555556e-08,-1.308600013e+03,2.521100000e+02
7.095000e-05,-8.074082808e-09,1.198657778e-07,2.193955556e-08,2.193955556e-08,-1.224168934e+03,2.026500000e+02
8.707000e-05,-4.939727618e-09,9.196755556e-08,2.146577778e-08,2.146577778e-08,-1.207557755e+03,1.718900000e+02
