time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,-1.126159102e-05,6.089200000e-04,1.037920000e-07,6.698120000e-05,-7.707819820e+02,5.397000000e+01
6.070000e-06,-1.444275942e-05,2.485600000e-04,9.228266667e-08,2.734160000e-05,-4.837229771e+02,7.260000000e+01
7.080000e-06,-1.047410171e-05,1.013653333e-04,9.011600000e-08,1.115018667e-05,-4.636725289e+02,1.021700000e+02
8.520000e-06,-4.841414103e-06,2.842666667e-05,3.730133333e-08,3.126933333e-06,-5.696793908e+02,1.751000000e+02
1.053000e-05,-1.734486081e-06,3.423333333e-06,2.367733333e-08,3.765666667e-07,-7.934449899e+02,5.043700000e+02
1.255000e-05,-6.497959178e-07,-1.986400000e-07,3.400800000e-08,2.185040000e-08,-1.139603545e+03,-2.512580000e+03
1.456000e-05,-2.245618750e-07,-5.347333333e-07,3.612266667e-08,5.882066667e-08,-1.806557038e+03,-1.013640000e+03
1.744000e-05,-7.630447445e-09,-2.679733333e-07,1.488933333e-08,2.947706667e-08,-1.274678074e+04,-1.188520000e+03
2.146000e-05,8.304404245e-08,8.347733333e-08,9.973600000e-09,9.973600000e-09,1.836916730e+03,1.830000000e+03
2.549000e-05,1.138520910e-07,2.787200000e-07,1.299306667e-08,3.065920000e-08,1.117294310e+03,6.151800000e+02
2.950000e-05,1.039890218e-07,2.305333333e-07,1.725186667e-08,2.535866667e-08,9.303570045e+02,5.472200000e+02
3.528000e-05,7.306859429e-08,1.852933333e-07,9.890400000e-09,2.038226667e-08,8.735944331e+02,4.697700000e+02
4.330000e-05,5.340082859e-08,1.764533333e-07,7.403066667e-09,1.940986667e-08,7.653019662e+02,3.448500000e+02
5.140000e-05,4.347942397e-08,1.106560000e-07,8.398000000e-09,1.217216000e-08,6.595032409e+02,3.537700000e+02
5.941000e-05,3.407624075e-08,9.893866667e-08,1.012093333e-08,1.088325333e-08,6.094587000e+02,2.994900000e+02
7.095000e-05,2.246100083e-08,4.718133333e-08,5.078666667e-09,5.189946667e-09,5.986016615e+02,3.649300000e+02
8.707000e-05,1.320137607e-08,1.513893333e-08,5.222533333e-09,5.222533333e-09,6.064815740e+02,5.535100000e+02
