time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.107981402e-06,6.089200000e-04,1.037920000e-07,1.217840000e-04,1.509775623e+03,5.397000000e+01
6.070000e-06,6.691101219e-08,2.485600000e-04,9.228266667e-08,4.971200000e-05,1.740597820e+04,7.260000000e+01
7.080000e-06,1.112278889e-06,1.013653333e-04,9.011600000e-08,2.027306667e-05,2.067664610e+03,1.021700000e+02
8.520000e-06,1.820088787e-06,2.842666667e-05,3.730133333e-08,5.685333333e-06,1.093663235e+03,1.751000000e+02
1.053000e-05,-5.702272666e-08,3.423333333e-06,2.367733333e-08,6.846666667e-07,-7.731528862e+03,5.043700000e+02
1.255000e-05,-3.582977485e-07,-1.986400000e-07,3.400800000e-08,3.972800000e-08,-1.694763327e+03,-2.512580000e+03
1.456000e-05,5.205183191e-08,-5.347333333e-07,3.612266667e-08,1.069466667e-07,4.787605415e+03,-1.013640000e+03
1.744000e-05,2.306089188e-07,-2.679733333e-07,1.488933333e-08,5.359466667e-08,1.313761264e+03,-1.188520000e+03
2.146000e-05,5.203863831e-08,8.347733333e-08,9.973600000e-09,1.669546667e-08,2.508483074e+03,1.830000000e+03
2.549000e-05,-1.174250806e-07,2.787200000e-07,1.299306667e-08,5.574400000e-08,-1.094513233e+03,6.151800000e+02
2.950000e-05,-9.063748407e-08,2.305333333e-07,1.725186667e-08,4.610666667e-08,-1.019614647e+03,5.472200000e+02
3.528000e-05,2.819052230e-08,1.852933333e-07,9.890400000e-09,3.705866667e-08,1.648396225e+03,4.697700000e+02
4.330000e-05,2.102642432e-08,1.764533333e-07,7.403066667e-09,3.529066667e-08,1.424583391e+03,3.448500000e+02
5.140000e-05,-2.039569709e-08,1.106560000e-07,8.398000000e-09,2.213120000e-08,-1.092396801e+03,3.537700000e+02
5.941000e-05,-2.597298378e-08,9.893866667e-08,1.012093333e-08,1.978773333e-08,-7.304057275e+02,2.994900000e+02
7.095000e-05,-1.049220103e-08,4.718133333e-08,5.078666667e-09,9.436266667e-09,-9.942896500e+02,3.649300000e+02
8.707000e-05,5.500196857e-09,1.513893333e-08,5.222533333e-09,5.222533333e-09,1.087205374e+03,5.535100000e+02
