X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.530,100.000,0.0,1.0e-06,0.210
0.000,0.000,0.000,4.730,2498.221,0.1,6.0e-04,0.875
0.000,0.000,0.000,4.050,2306.411,0.2,5.7e-04,0.841
0.000,0.000,0.000,7.513,1554.696,0.6,1.0e-06,0.280
0.000,0.000,0.000,0.000,482.846,0.0,1.0e-06,0.100
