X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.515,100.000,0.0,1.0e-06,0.198
0.000,0.000,0.000,4.789,2502.319,0.1,6.0e-04,0.875
0.000,0.000,0.000,4.169,2290.187,0.1,5.6e-04,0.835
0.000,0.000,0.000,7.759,1521.445,0.5,1.0e-06,0.246
0.000,0.000,0.000,0.000,478.018,0.0,1.0e-06,0.100
