X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.314,100.000,0.0,1.0e-06,0.385
0.000,0.000,0.000,6.182,2789.753,0.1,6.4e-04,0.900
0.000,0.000,0.000,4.955,2544.224,0.1,5.9e-04,0.864
0.000,0.000,0.000,8.591,1682.569,0.6,1.0e-06,0.320
0.000,0.000,0.000,0.000,444.856,0.0,1.0e-06,0.100
