X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.471,100.000,0.0,1.0e-06,0.275
0.000,0.000,0.000,5.310,2597.588,0.1,6.2e-04,0.886
0.000,0.000,0.000,4.431,2391.278,0.1,5.8e-04,0.851
0.000,0.000,0.000,8.052,1374.495,0.6,1.0e-06,0.323
0.000,0.000,0.000,0.000,420.639,0.0,1.0e-06,0.098
