time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.804885074e-06,5.113333333e-04,4.361066667e-07,4.090666667e-05,9.842083524e+02,6.064000000e+01
6.070000e-06,4.662961385e-06,1.958666667e-04,2.991733333e-07,1.566933333e-05,1.027832366e+03,8.510000000e+01
7.080000e-06,2.914518996e-06,7.493200000e-05,1.717906667e-07,5.994560000e-06,1.087872413e+03,1.249600000e+02
8.520000e-06,1.675544261e-06,1.877200000e-05,6.831066667e-08,1.501760000e-06,1.155690099e+03,2.308800000e+02
1.053000e-05,9.758894623e-07,1.196866667e-06,3.744000000e-08,9.574933333e-08,1.164207205e+03,1.016130000e+03
1.255000e-05,6.038828575e-07,-6.844933333e-07,3.802933333e-08,5.475946667e-08,1.196657801e+03,-1.101370000e+03
1.456000e-05,3.744026140e-07,-4.177333333e-07,4.511866667e-08,3.341866667e-08,1.284842165e+03,-1.195010000e+03
1.744000e-05,2.044107221e-07,-7.475866667e-08,2.553200000e-08,5.980693333e-09,1.423742353e+03,-2.784140000e+03
2.146000e-05,1.073042937e-07,2.100800000e-07,2.220400000e-08,2.220400000e-08,1.548402002e+03,9.892100000e+02
2.549000e-05,6.570209487e-08,3.121733333e-07,2.598266667e-08,2.598266667e-08,1.611914925e+03,5.704700000e+02
2.950000e-05,3.790229305e-08,3.045466667e-07,2.137200000e-08,2.436373333e-08,1.823325910e+03,4.544500000e+02
3.528000e-05,1.241723385e-08,2.303600000e-07,1.699360000e-08,1.842880000e-08,2.847391075e+03,4.063800000e+02
4.330000e-05,1.190844310e-09,2.000266667e-07,1.747200000e-08,1.747200000e-08,9.659652481e+03,3.173300000e+02
5.140000e-05,-1.327214079e-09,1.401226667e-07,1.748933333e-08,1.748933333e-08,-6.752202659e+03,3.022500000e+02
5.941000e-05,-2.957559414e-09,1.124586667e-07,1.700053333e-08,1.700053333e-08,-3.109016887e+03,2.749600000e+02
7.095000e-05,-4.641652780e-09,1.013306667e-07,1.474026667e-08,1.474026667e-08,-1.712545901e+03,2.192300000e+02
8.707000e-05,-5.371423827e-09,5.957466667e-08,1.342986667e-08,1.342986667e-08,-1.104512915e+03,2.220800000e+02
