X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.475,100.000,0.0,1.0e-06,0.265
0.000,0.000,0.000,5.181,2591.329,0.1,6.2e-04,0.886
0.000,0.000,0.000,4.308,2379.951,0.1,5.8e-04,0.850
0.000,0.000,0.000,7.982,1548.321,0.5,1.0e-06,0.300
0.000,0.000,0.000,0.000,475.190,0.0,1.0e-06,0.100
