time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.880970080e-06,5.113333333e-04,4.361066667e-07,8.692666667e-05,1.568090745e+03,6.064000000e+01
6.070000e-06,2.793351360e-06,1.958666667e-04,2.991733333e-07,3.329733333e-05,1.446371284e+03,8.510000000e+01
7.080000e-06,1.299369979e-06,7.493200000e-05,1.717906667e-07,1.273844000e-05,1.864091982e+03,1.249600000e+02
8.520000e-06,3.076603869e-07,1.877200000e-05,6.831066667e-08,3.191240000e-06,3.577373408e+03,2.308800000e+02
1.053000e-05,4.543724620e-07,1.196866667e-06,3.744000000e-08,2.034673333e-07,1.938010088e+03,1.016130000e+03
1.255000e-05,3.411459160e-07,-6.844933333e-07,3.802933333e-08,1.163638667e-07,1.751102869e+03,-1.101370000e+03
1.456000e-05,1.011359204e-07,-4.177333333e-07,4.511866667e-08,7.101466667e-08,3.074718831e+03,-1.195010000e+03
1.744000e-05,-3.104975343e-08,-7.475866667e-08,2.553200000e-08,1.270897333e-08,-5.001056358e+03,-2.784140000e+03
2.146000e-05,-1.443046321e-08,2.100800000e-07,2.220400000e-08,3.571360000e-08,-5.898953094e+03,9.892100000e+02
2.549000e-05,2.510867078e-08,3.121733333e-07,2.598266667e-08,5.306946667e-08,3.060876306e+03,5.704700000e+02
2.950000e-05,1.061484712e-08,3.045466667e-07,2.137200000e-08,5.177293333e-08,4.259567106e+03,4.544500000e+02
3.528000e-05,-2.983015800e-08,2.303600000e-07,1.699360000e-08,3.916120000e-08,-1.587425395e+03,4.063800000e+02
4.330000e-05,-2.609601400e-08,2.000266667e-07,1.747200000e-08,3.400453333e-08,-1.233527138e+03,3.173300000e+02
5.140000e-05,-1.030748594e-08,1.401226667e-07,1.748933333e-08,2.382085333e-08,-1.721753420e+03,3.022500000e+02
5.941000e-05,-6.342900157e-09,1.124586667e-07,1.700053333e-08,1.911797333e-08,-1.869477099e+03,2.749600000e+02
7.095000e-05,-8.582707390e-09,1.013306667e-07,1.474026667e-08,1.722621333e-08,-1.136774832e+03,2.192300000e+02
8.707000e-05,-1.106206765e-08,5.957466667e-08,1.342986667e-08,1.342986667e-08,-6.823484447e+02,2.220800000e+02
