,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,3.0631347811180825e-06,6.914909301023629e-07,7.689115781270097e-07,1.0872989582445526e-06,-1.9734291616407333e-08,-4.5469056531491763e-10,-3.9244081654549283e-10,6.042468904076543e-09,-3.773382944530551e-08,-0.0006380671554452544,2.8440467440883205e-06,2.496629964013738e-06,-4.635398890665328e-06,0.00023538414527118936,-0.35877847581750477,2.902620318810368e-05,2.097920934051373e-05,-2.9960044329759583,0.12573744734819348,-7.097376449454371e-07,-1.962044356464629e-07,-3.679334798489994e-07,-3.611103396486637e-05,-2.4089613888124643e-05
dB/dt tg02,5.358051141482587e-06,2.8612203176558984e-06,2.8675859582755466e-06,-1.0091863407708138e-05,-3.0656088996640494e-08,-5.710496987966615e-10,-8.898198304516322e-10,2.2777204624053534e-09,-2.682174175392384e-08,-0.0003956748000853717,3.548374508701501e-06,5.620698809464173e-06,5.089220817796084e-05,0.00016631764885071459,-0.2913591461871407,2.420242381855202e-05,1.765033346783813e-05,-12.254499665434935,0.08849742855527595,-3.768118858019659e-07,-3.458203409284548e-07,-1.046630874173265e-06,-0.00012524394010193616,-1.7117026310038867e-05
dB/dt tg03,7.959486130799405e-07,5.297752974941086e-07,5.502426763676585e-07,-5.437170572902253e-07,1.3094554719296641e-09,-1.589428505129595e-10,-1.6957476319749855e-10,2.542326489642537e-09,-1.7449299343229313e-08,-0.00028886522783470295,9.119275183656737e-07,1.0344790911298509e-06,5.040427031627087e-06,0.00010307570207976576,-0.23762932118931152,2.084442468057286e-05,1.5253932001815323e-05,-2.0784659126841003,0.057840188451734255,4.230264152957542e-07,7.2034046345878906e-09,-1.2278161145314893e-07,-2.463515498337464e-05,-1.1172426258244914e-05
dB/dt tg04,-2.121792265534355e-06,-1.0546055525778135e-06,-1.0240253304970299e-06,5.858071801551824e-06,2.0323930353471453e-08,1.1153089075191943e-10,3.0818949387687854e-10,2.5682713758661887e-09,-1.0127333286912936e-08,-0.00020125833651651515,-8.085890937960118e-07,-2.0023228996879903e-06,-2.611153370398663e-05,5.5199143203851634e-05,-0.1796065520765325,1.7513127053954966e-05,1.280979418615239e-05,4.782962473383508,0.033827122451645715,8.702746125608281e-07,2.289402444192276e-07,4.835462401512297e-07,4.379390194786693e-05,-6.51659743685301e-06
dB/dt tg05,6.786013064562118e-07,5.53265198212452e-07,5.534508686394098e-07,-1.77699800912722e-06,-4.065634528373657e-10,-9.242232035369758e-11,-1.4840605274642869e-10,7.345736460675722e-10,-7.163423235077934e-09,-0.00011384785308847293,5.031979404580214e-07,9.010121442859397e-07,1.0319413108016757e-05,4.0296711732135727e-05,-0.12521480775036958,1.4436856537800592e-05,1.050445076443567e-05,-2.27186864255216,0.023426503556916587,5.017159780783262e-07,1.292307363283586e-08,-1.3211851676303336e-07,-2.3831467017266272e-05,-4.591653151149714e-06
dB/dt tg06,9.26169502175924e-07,6.703157358805231e-07,6.654417309463312e-07,-2.540168542955099e-06,-3.166870511554649e-09,-9.990511076211527e-11,-1.818325693556222e-10,2.7206005094856136e-10,-4.991954823969462e-09,-7.396631600421373e-05,5.60988257113136e-07,1.1174983474358642e-06,1.3568228919124958e-05,2.7925132381970377e-05,-0.09211380610210945,1.2385417791697423e-05,8.951641655831639e-06,-2.8212532392801015,0.016160846211631177,4.0441450252337264e-07,-1.1581756261359008e-08,-1.8745672274657358e-07,-2.8579137877184752e-05,-3.1964220312981535e-06
dB/dt tg07,-1.5396665380224135e-08,1.0486705738986668e-07,1.0622928974789488e-07,-1.4256962611871895e-07,2.570463627014112e-09,-1.580840097482552e-11,-1.9575152324344864e-11,4.4008505328190164e-10,-3.2036988684373435e-09,-5.626732892280259e-05,3.2866325435490805e-08,9.060625521570242e-08,1.6424533410682226e-06,1.6660365996607038e-05,-0.07102207324866887,1.0930683387161559e-05,7.844719337289993e-06,-0.3725740467327419,0.010393631848806073,4.516175546948587e-07,5.421114530252157e-08,1.7025632744811123e-08,-4.3603082949190445e-06,-2.0579911647750717e-06
dB/dt tg08,-4.407398663345221e-07,-1.671981356399228e-07,-1.6344592564371178e-07,9.919506616292793e-07,4.785922165587185e-09,2.5235154105193113e-11,5.804512696999626e-11,4.5106634314979247e-10,-1.8825553679169305e-09,-3.95960402447838e-05,-2.1972748182232274e-07,-3.981213743687477e-07,-4.150488864502505e-06,8.800316779638427e-06,-0.05128077345754901,9.435499013600788e-06,6.701538570152292e-06,0.8211009300179164,0.006108100037262057,4.2117469340824196e-07,7.995288522375948e-08,1.1065491018503988e-07,7.551803563216638e-06,-1.213763874116574e-06
dB/dt tg09,-1.3547029120380704e-07,-1.8299936181031605e-08,-1.748387099582909e-08,2.3530043634214315e-07,2.1064314274299044e-09,4.755974847464796e-12,1.2530176478218415e-11,2.1936580405485238e-10,-1.2207277811435263e-09,-2.4165170744475846e-05,-7.992437398661517e-08,-1.0435615461188543e-07,-7.085103342511658e-07,5.6652535193378495e-06,-0.03470181036933458,8.014782492910909e-06,5.611192600115855e-06,0.14152544284939458,0.0038968874384242187,2.982355642028589e-07,4.952710268794064e-08,4.366091246179581e-08,1.1240315507458956e-06,-7.849970802434417e-07
dB/dt tg10,1.745242085151711e-07,1.430042053187967e-07,1.4130038789741815e-07,-5.632817316826109e-07,-3.568301248760618e-10,-1.8439253826495948e-11,-3.672264144695263e-11,3.6708129364749706e-11,-9.471456178455185e-10,-1.5137229630410602e-05,7.452834621941571e-08,2.1198587494334557e-07,3.044764903043282e-06,4.7085738426366874e-06,-0.024855218126275096,7.031339472043126e-06,4.855774080949511e-06,-0.608459067766906,0.0029654986713573295,2.0022939776615906e-07,2.0335297369509602e-08,-2.5771689721706724e-08,-6.083445208217283e-06,-6.055960445938772e-07
dB/dt tg11,1.2534372850673268e-07,1.0423435831822756e-07,1.0289955394551856e-07,-4.1166017807406375e-07,-2.336337719071888e-10,-1.3015217426053211e-11,-2.6437879749818318e-11,2.4114967091478133e-11,-6.706043050245833e-10,-1.092333534247023e-05,4.4760835769779026e-08,1.4914246794849077e-07,2.2279343032440585e-06,3.2418932096515768e-06,-0.018743539041580503,6.310747059147343e-06,4.303317715627455e-06,-0.4429229499686068,0.00208035485574835,1.6340926354109267e-07,1.9912923272794124e-08,-1.5771258286133112e-08,-4.416873715084773e-06,-4.283366935125952e-07
dB/dt tg12,-9.12797698580455e-08,-2.9567811358428473e-08,-2.9208438053507435e-08,1.8838045974924646e-07,1.058621008762781e-09,5.9927660555795754e-12,1.19938968305316e-11,8.557707599805846e-11,-3.5019139579806113e-10,-8.192965642633421e-06,-7.134174071844603e-08,-9.2400225455551e-08,-7.614909710773273e-07,1.325693710572061e-06,-0.013307873474888933,5.545243960829884e-06,3.718229262529945e-06,0.15772466039907482,0.0010808642903953225,1.4694622706444078e-07,3.194825995635604e-08,3.1034681568917475e-08,1.4759340569878888e-06,-2.248046309145234e-07
dB/dt tg13,-7.005155248938571e-08,-2.5194150837956806e-08,-2.4973129489390063e-08,1.496919803109817e-07,7.641177817727171e-10,5.0513509035855145e-12,9.767545061771761e-12,5.792888891982919e-11,-2.072384301440358e-10,-5.245356518161545e-06,-6.038021284004018e-08,-7.564631103918252e-08,-6.308037093467861e-07,6.944581481956624e-07,-0.008870564235714026,4.794627776655567e-06,3.1470605641236867e-06,0.130141420578013,0.0006271920176822543,1.0631696487732578e-07,2.5821660877569708e-08,2.4835639487021626e-08,1.2356456187048008e-06,-1.3277704721185367e-07
