X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.646,100.000,0.0,1.0e-06,0.269
0.000,0.000,0.000,5.124,2463.927,0.1,6.1e-04,0.882
0.000,0.000,0.000,4.373,2290.073,0.1,5.7e-04,0.848
0.000,0.000,0.000,8.159,1433.747,0.6,1.0e-06,0.332
0.000,0.000,0.000,0.000,381.151,0.0,1.0e-06,0.096
