time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.181343888e-05,5.113333333e-04,4.361066667e-07,2.556666667e-05,7.465871239e+02,6.064000000e+01
6.070000e-06,4.326269197e-06,1.958666667e-04,2.991733333e-07,9.793333333e-06,1.080490971e+03,8.510000000e+01
7.080000e-06,1.910353814e-06,7.493200000e-05,1.717906667e-07,3.746600000e-06,1.441716994e+03,1.249600000e+02
8.520000e-06,8.493281310e-07,1.877200000e-05,6.831066667e-08,9.386000000e-07,1.817865119e+03,2.308800000e+02
1.053000e-05,6.528157259e-08,1.196866667e-06,3.744000000e-08,5.984333333e-08,7.064861133e+03,1.016130000e+03
1.255000e-05,-1.152975993e-07,-6.844933333e-07,3.802933333e-08,3.422466667e-08,-3.609039214e+03,-1.101370000e+03
1.456000e-05,-8.247251716e-08,-4.177333333e-07,4.511866667e-08,2.088666667e-08,-3.522650272e+03,-1.195010000e+03
1.744000e-05,-5.637983898e-08,-7.475866667e-08,2.553200000e-08,3.737933333e-09,-3.360093004e+03,-2.784140000e+03
2.146000e-05,-6.402380393e-08,2.100800000e-07,2.220400000e-08,2.220400000e-08,-2.184745273e+03,9.892100000e+02
2.549000e-05,-7.017125870e-08,3.121733333e-07,2.598266667e-08,2.598266667e-08,-1.542725826e+03,5.704700000e+02
2.950000e-05,-5.458539781e-08,3.045466667e-07,2.137200000e-08,2.137200000e-08,-1.429739691e+03,4.544500000e+02
3.528000e-05,-2.729225156e-08,2.303600000e-07,1.699360000e-08,1.699360000e-08,-1.684369811e+03,4.063800000e+02
4.330000e-05,-1.858678778e-08,2.000266667e-07,1.747200000e-08,1.747200000e-08,-1.546661468e+03,3.173300000e+02
5.140000e-05,-1.827803680e-08,1.401226667e-07,1.748933333e-08,1.748933333e-08,-1.175221578e+03,3.022500000e+02
5.941000e-05,-1.536283174e-08,1.124586667e-07,1.700053333e-08,1.700053333e-08,-1.036568205e+03,2.749600000e+02
7.095000e-05,-9.872033345e-09,1.013306667e-07,1.474026667e-08,1.474026667e-08,-1.035506696e+03,2.192300000e+02
8.707000e-05,-5.194456518e-09,5.957466667e-08,1.342986667e-08,1.342986667e-08,-1.129458650e+03,2.220800000e+02
