X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.363,100.000,0.0,1.0e-06,0.389
0.000,0.000,0.000,5.166,2686.913,0.1,6.3e-04,0.896
0.000,0.000,0.000,4.219,2470.340,0.1,5.9e-04,0.861
0.000,0.000,0.000,8.323,1764.440,0.6,1.0e-06,0.293
0.000,0.000,0.000,0.000,521.356,0.0,1.0e-06,0.101
