X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.413,100.000,0.0,1.0e-06,0.240
0.000,0.000,0.000,4.801,2541.388,0.1,6.1e-04,0.884
0.000,0.000,0.000,4.075,2328.241,0.1,5.7e-04,0.850
0.000,0.000,0.000,7.436,1364.419,0.6,1.0e-06,0.287
0.000,0.000,0.000,0.000,502.329,0.0,1.0e-06,0.101
