time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.047917888e-06,4.592000000e-04,9.962666667e-07,5.051200000e-05,1.550626427e+03,6.626000000e+01
6.070000e-06,8.168456875e-07,1.690133333e-04,5.888000000e-07,1.859146667e-05,3.338876927e+03,9.546000000e+01
7.080000e-06,6.352478870e-07,6.168888889e-05,3.066666667e-07,6.785777778e-06,3.054855420e+03,1.446800000e+02
8.520000e-06,6.412167724e-07,1.344888889e-05,1.136355556e-07,1.479377778e-06,2.229832988e+03,2.933400000e+02
1.053000e-05,-2.331641895e-07,-1.310222222e-07,7.150222222e-08,1.441244444e-08,-3.075056202e+03,-4.516190000e+03
1.255000e-05,-3.666642063e-07,-1.266133333e-06,5.057777778e-08,1.392746667e-07,-1.697291186e+03,-7.433300000e+02
1.456000e-05,-1.831604566e-07,-6.776888889e-07,4.014222222e-08,7.454577778e-08,-2.104673856e+03,-8.801900000e+02
1.744000e-05,-8.134856516e-08,-2.135111111e-07,3.633777778e-08,2.348622222e-08,-2.676275658e+03,-1.406920000e+03
2.146000e-05,-1.164735715e-07,1.386133333e-07,3.559111111e-08,3.559111111e-08,-1.490986754e+03,1.327310000e+03
2.549000e-05,-1.560947147e-07,2.698666667e-07,2.830222222e-08,2.968533333e-08,-9.207316065e+02,6.393400000e+02
2.950000e-05,-1.250589017e-07,2.110222222e-07,2.908444444e-08,2.908444444e-08,-8.366846656e+02,5.900900000e+02
3.528000e-05,-5.715902643e-08,1.799111111e-07,3.148444444e-08,3.148444444e-08,-1.046495585e+03,4.873600000e+02
4.330000e-05,-4.158922155e-08,2.394666667e-07,3.150222222e-08,3.150222222e-08,-9.194777439e+02,2.862600000e+02
5.140000e-05,-4.619893982e-08,1.604088889e-07,2.965333333e-08,2.965333333e-08,-6.441421302e+02,2.809100000e+02
5.941000e-05,-4.048596089e-08,1.315022222e-07,2.910222222e-08,2.910222222e-08,-5.525514059e+02,2.519500000e+02
7.095000e-05,-2.649013055e-08,5.475555556e-08,2.243555556e-08,2.243555556e-08,-5.453787067e+02,3.360900000e+02
8.707000e-05,-1.397371155e-08,5.921777778e-08,2.471111111e-08,2.471111111e-08,-5.938628427e+02,2.267400000e+02
