time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.816755389e-06,5.138666667e-04,2.930133333e-07,4.110933333e-05,1.639386431e+03,6.249000000e+01
6.070000e-06,5.864801653e-07,1.966177778e-04,1.855022222e-07,1.572942222e-05,4.233251936e+03,8.774000000e+01
7.080000e-06,9.322213788e-07,7.465644444e-05,1.463608889e-07,5.972515556e-06,2.404857524e+03,1.295200000e+02
8.520000e-06,1.207622683e-06,1.737124444e-05,6.496222222e-08,1.389699556e-06,1.486405559e+03,2.514400000e+02
1.053000e-05,-3.731357149e-08,2.470933333e-07,5.109511111e-08,5.109511111e-08,-1.060552865e+04,3.007730000e+03
1.255000e-05,-2.526654073e-07,-1.129048889e-06,6.385066667e-08,9.032391111e-08,-2.211672168e+03,-8.156500000e+02
1.456000e-05,-8.170065272e-09,-7.228755556e-07,4.371511111e-08,5.783004444e-08,-1.701132640e+04,-8.570600000e+02
1.744000e-05,1.004065937e-07,-1.059986667e-07,3.152444444e-08,8.479893333e-09,2.364495707e+03,-2.280940000e+03
2.146000e-05,-4.773064235e-09,2.188488889e-07,2.986622222e-08,2.986622222e-08,-1.275194521e+04,9.949900000e+02
2.549000e-05,-1.030570765e-07,2.538355556e-07,3.187066667e-08,3.187066667e-08,-1.234494659e+03,6.769700000e+02
2.950000e-05,-8.182505166e-08,2.531066667e-07,2.857244444e-08,2.857244444e-08,-1.128573724e+03,5.316000000e+02
3.528000e-05,-3.646405906e-09,2.545644444e-07,2.605777778e-08,2.605777778e-08,-6.663460870e+03,3.931300000e+02
4.330000e-05,-2.899962218e-09,2.162977778e-07,2.900977778e-08,2.900977778e-08,-5.517590089e+03,3.113500000e+02
5.140000e-05,-2.471529056e-08,2.011733333e-07,2.997555556e-08,2.997555556e-08,-9.936691531e+02,2.456200000e+02
5.941000e-05,-2.562599892e-08,1.937022222e-07,2.509200000e-08,2.509200000e-08,-7.619696916e+02,1.978000000e+02
7.095000e-05,-1.373471346e-08,9.823600000e-08,2.237688889e-08,2.237688889e-08,-8.590605021e+02,2.313900000e+02
8.707000e-05,-2.115128294e-09,5.947733333e-08,2.035422222e-08,2.035422222e-08,-2.125619062e+03,2.298400000e+02
