X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.404,100.000,0.0,1.0e-06,0.213
0.000,0.000,0.000,4.871,2555.770,0.1,6.0e-04,0.878
0.000,0.000,0.000,4.164,2369.766,0.2,5.6e-04,0.843
0.000,0.000,0.000,7.274,1453.167,0.5,1.0e-06,0.251
0.000,0.000,0.000,0.000,503.121,0.0,1.0e-06,0.101
