X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.673,100.000,0.0,1.0e-06,0.177
0.000,0.000,0.000,4.383,2371.579,0.1,5.9e-04,0.867
0.000,0.000,0.000,3.904,2258.323,0.2,5.6e-04,0.834
0.000,0.000,0.000,7.697,1347.727,0.6,1.0e-06,0.238
0.000,0.000,0.000,0.000,455.827,0.0,1.0e-06,0.100
