X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.344,100.000,0.0,1.0e-06,0.466
0.000,0.000,0.000,5.093,2694.715,0.1,6.3e-04,0.901
0.000,0.000,0.000,4.149,2496.389,0.1,5.9e-04,0.866
0.000,0.000,0.000,8.903,1873.914,0.5,1.0e-06,0.293
0.000,0.000,0.000,0.000,509.232,0.0,1.0e-06,0.101
