time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.056483192e-06,4.777866667e-04,1.076933333e-06,9.555733333e-05,1.088308481e+03,6.560000000e+01
6.070000e-06,2.922426252e-06,1.802542222e-04,5.311777778e-07,3.605084444e-05,1.451044154e+03,9.297000000e+01
7.080000e-06,1.845355588e-06,6.835155556e-05,2.798933333e-07,1.367031111e-05,1.525393932e+03,1.373600000e+02
8.520000e-06,1.210167628e-06,1.589342222e-05,1.147088889e-07,3.178684444e-06,1.484320918e+03,2.667900000e+02
1.053000e-05,2.310812643e-07,2.470933333e-07,5.344577778e-08,5.344577778e-08,3.144853203e+03,3.007130000e+03
1.255000e-05,-3.488831336e-08,-9.276933333e-07,4.899955556e-08,1.855386667e-07,-8.278747318e+03,-9.297900000e+02
1.456000e-05,-5.890548466e-10,-5.904000000e-07,3.629866667e-08,1.180800000e-07,-9.820148140e+04,-9.809600000e+02
1.744000e-05,3.089398391e-09,-7.868355556e-08,2.855422222e-08,1.573671111e-08,2.408042098e+04,-2.782190000e+03
2.146000e-05,-5.723589429e-08,2.124711111e-07,2.829911111e-08,4.249422222e-08,-2.434047086e+03,1.014670000e+03
2.549000e-05,-9.751175013e-08,2.775244444e-07,2.897333333e-08,5.550488889e-08,-1.280864316e+03,6.377900000e+02
2.950000e-05,-8.388092892e-08,3.052222222e-07,2.543822222e-08,6.104444444e-08,-1.110057067e+03,4.691400000e+02
3.528000e-05,-4.363181584e-08,2.906444444e-07,2.465466667e-08,5.812888889e-08,-1.273721074e+03,3.598100000e+02
4.330000e-05,-3.450554930e-08,2.033600000e-07,2.396222222e-08,4.067200000e-08,-1.058648279e+03,3.245400000e+02
5.140000e-05,-3.702471092e-08,1.437004444e-07,2.445422222e-08,2.874008889e-08,-7.589698154e+02,3.072900000e+02
5.941000e-05,-3.263070303e-08,1.214511111e-07,2.387111111e-08,2.429022222e-08,-6.485955214e+02,2.700800000e+02
7.095000e-05,-2.251805215e-08,1.008782222e-07,2.164800000e-08,2.164800000e-08,-6.178498420e+02,2.273400000e+02
8.707000e-05,-1.329752275e-08,7.294355556e-08,1.958888889e-08,1.958888889e-08,-6.240165162e+02,2.006000000e+02
