X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.637,100.000,0.0,1.0e-06,0.179
0.000,0.000,0.000,4.414,2376.098,0.1,5.9e-04,0.865
0.000,0.000,0.000,3.901,2208.157,0.2,5.6e-04,0.832
0.000,0.000,0.000,7.219,1432.706,0.6,1.0e-06,0.248
0.000,0.000,0.000,0.000,489.264,0.0,1.0e-06,0.100
