,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.9978314681621398e-07,-3.559738113927093e-08,-2.3165417392231232e-08,7.550173803443803e-09,-2.672407685650011e-10,-4.2231874270136407e-10,-2.637516393784516e-09,-0.0006262915265820607,1.7828366625778369e-06,3.149186217779636e-06,5.0873514494045544e-05,-1.8811707127316628,1.3960070245092248e-05,1.325806054420278e-05,0.036179695872794466,7.393553958648147e-07,-5.5914015778042804e-08,-3.3259945394117603e-07,-5.4854258422686394e-06
dB/dt tg02,-3.1493617709405453e-07,-2.2225163476530212e-08,-2.0300914023460854e-08,1.0128038406656513e-08,-1.3332829859339407e-10,-2.1243817617770554e-10,-1.6193447133525155e-09,-0.0003830830526848164,8.383944551634784e-07,1.5532781710326755e-06,2.9623649508275055e-05,-1.3915044185327023,1.1638108017025406e-05,1.1196520066538406e-05,0.02201176976493624,1.9317545782866873e-06,8.649048465294833e-09,-1.3758551338521442e-07,-3.371188277615232e-06
dB/dt tg03,-4.222971200115718e-07,-8.498183576166943e-09,-5.776339148492703e-09,9.380646657698996e-09,-7.469380313115642e-11,-1.233817756415852e-10,-1.064897451863659e-09,-0.00025195181266971016,4.3203223464100975e-07,8.779373650613999e-07,1.8431745169338032e-05,-1.0347007643947026,1.0013781191475982e-05,9.67933868958982e-06,0.014353483845587751,2.1846267666150066e-06,3.1134047238580076e-08,-5.988829307704038e-08,-2.217422071687117e-06
dB/dt tg04,-3.6340219859870805e-07,-1.7113038738775842e-10,3.3144987322070457e-09,7.064455368714229e-09,-3.923870843870312e-11,-6.80923279268187e-11,-6.494028613881302e-10,-0.00015331252262850383,1.9375956311992161e-07,4.6336295809895073e-07,1.0465000897869556e-05,-0.6973976358197097,8.411595167256671e-06,8.130030180126405e-06,0.00864995329769178,2.007653397853801e-06,3.891663174691136e-08,-1.6437805052586107e-08,-1.3517731271704941e-06
dB/dt tg05,-2.440387671208213e-07,-1.9536769436187128e-09,-2.2175331351608816e-09,4.493431120374006e-09,-1.804416070052931e-11,-3.0536984640584695e-11,-3.729318326635452e-10,-8.637550839837232e-05,5.744767504389486e-08,1.8757901996407768e-07,5.549524246726329e-06,-0.4321705838845132,6.949168278920784e-06,6.683767153605591e-06,0.004874108650471779,1.5851510837155863e-06,3.898058316053461e-08,1.005102080331176e-08,-7.759943152992497e-07
dB/dt tg06,-1.6969988170308524e-07,-1.516508502599148e-09,-2.40920202789089e-09,3.0308380608062793e-09,-9.38561054755205e-12,-1.579816028569014e-11,-2.3529239798719263e-10,-5.367258383987165e-05,6.170395948913422e-09,8.202831101826772e-08,3.2309555337600893e-06,-0.2851936368884926,5.972168437702388e-06,5.702803935225281e-06,0.0030194434396629945,1.2185394737718835e-06,3.5616281819668396e-08,1.7426952848553275e-08,-4.89047929131613e-07
dB/dt tg07,-1.2622791611662786e-07,1.2030236964872514e-10,-2.224358112717519e-11,2.1961435061637923e-09,-5.53159195030736e-12,-1.0074659539694576e-11,-1.5889200551696412e-10,-3.603178472202547e-05,-1.3685624276487049e-08,4.2892380137305874e-08,1.996724903534922e-06,-0.19835578471240803,5.2778635050469535e-06,4.999875798749655e-06,0.002005283601240762,9.428161623405942e-07,3.1841575073211475e-08,1.798670240322122e-08,-3.2960910868459833e-07
dB/dt tg08,-8.59877011387099e-08,8.790375533612284e-10,1.068138430441978e-09,1.4618368677589865e-09,-2.791300878887296e-12,-5.750102234022716e-12,-9.85885252264193e-11,-2.2157312164601678e-05,-2.5326421092159656e-08,1.4907537043398462e-08,1.0893133318996704e-06,-0.12633410839094997,4.566751653004179e-06,4.276946550873278e-06,0.0012144112275647356,6.710973632908322e-07,2.7313356170167548e-08,1.7109610263641225e-08,-2.0387146360903305e-07
dB/dt tg09,-5.158470639420344e-08,4.727938538053635e-10,3.577928622139369e-10,8.721050411407946e-10,-1.11952042498055e-12,-2.5557072607566416e-12,-5.7581110099006544e-11,-1.2673583929118138e-05,-2.9744543236653656e-08,-4.324934225770893e-09,5.415859270894572e-07,-0.07453470461988553,3.894067251425051e-06,3.5916005979831494e-06,0.0006853896712589651,4.403482593984785e-07,2.258225670249232e-08,1.5507283831836745e-08,-1.1855694736985258e-07
dB/dt tg10,-3.1905035756762834e-08,3.1599160059198552e-12,-3.9204524201296134e-10,5.461582841092432e-10,-4.187893320751686e-13,-1.012465574870373e-12,-3.718300603516391e-11,-7.982086605444252e-06,-2.9587469941799453e-08,-1.251156881489267e-08,3.0294662980932457e-07,-0.047802491543953246,3.4294376988742925e-06,3.1183344832617994e-06,0.0004279656006600783,3.047350391603205e-07,1.9134025710209342e-08,1.3845779572607808e-08,-7.622908553276446e-08
dB/dt tg11,-2.202366480063833e-08,4.40126337884973e-11,-2.83818888222509e-10,3.7766763651255746e-10,-1.0419920277270003e-13,-4.762957049792456e-13,-2.5457008203553048e-11,-5.394035968708667e-06,-2.8098546566085165e-08,-1.4141592618546677e-08,1.728285813887881e-07,-0.03265069249280156,3.088668465927995e-06,2.7718836711879196e-06,0.00028358593600856454,2.2073304052178522e-07,1.6553824108486108e-08,1.2113534025965134e-08,-5.192135699251863e-08
dB/dt tg12,-1.512248893693905e-08,3.1822113022473534e-10,2.242921486670595e-10,2.5509099516439086e-10,8.875042360850575e-14,-3.014984411789413e-13,-1.5805626602737238e-11,-3.3494758953612525e-06,-2.557403960955096e-08,-1.2989387804729337e-08,7.219250484108851e-08,-0.02044245104094109,2.72654936029836e-06,2.4049923625434774e-06,0.00016795516277840047,1.4743413539611645e-07,1.3813343255632857e-08,9.972955650584844e-09,-3.195069730778019e-08
dB/dt tg13,-8.974712409014977e-09,2.4858376217862104e-10,1.6329569725863667e-10,1.5283667686296678e-10,1.9702593364047585e-13,-4.9533259123994456e-14,-9.271517699772993e-12,-1.9374293893004524e-06,-2.261335281697143e-08,-1.2424129847003714e-08,2.0519437611120567e-08,-0.011906130682121072,2.3722527600873705e-06,2.0482071964223903e-06,9.22286886217763e-05,9.177630208339689e-08,1.119816284444545e-08,8.071975690012059e-09,-1.8525443720190532e-08
dB/dt tg14,-5.279480426383231e-09,1.013118092277132e-10,-4.239408739529153e-11,9.360683561255453e-11,2.339919895717402e-13,1.2631038595075752e-13,-6.026808596988096e-12,-1.2263314060139015e-06,-2.0243812368439005e-08,-1.1982769483761303e-08,3.6499050728058025e-09,-0.007569302003182976,2.1153423177460746e-06,1.7916142145555099e-06,5.623650265520358e-05,6.127971769521653e-08,9.36901768220929e-09,6.77668272664475e-09,-1.1917270965978682e-08
