,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.637508190042497e-08,-2.0909403714128874e-08,-1.3578464261329452e-08,9.888529551891855e-09,-2.726511594123809e-10,-3.7939322281498723e-10,-2.1153423346815553e-09,-0.0006183062127021941,1.8714283683168636e-06,2.8900095076548523e-06,4.0559633756047955e-05,-2.100329631973973,1.3420719031177274e-05,9.618951695184504e-06,0.031761135675998885,9.770698919813106e-07,-7.003922050345215e-08,-3.075141186437036e-07,-4.119581503449161e-06
dB/dt tg02,-3.7726002680994277e-07,-1.4436423924633388e-08,-6.8176477073315975e-09,1.0844492199006507e-08,-1.3146746676851814e-10,-2.0670778932708633e-10,-1.287031623771504e-09,-0.00037446430704336954,8.537911337301498e-07,1.54867837017771e-06,2.309024455700652e-05,-1.5378434283517701,1.120990529760994e-05,8.19533355341632e-06,0.01913959766235961,2.1984782617510476e-06,5.15545866634216e-09,-1.4715544807279876e-07,-2.508511631059946e-06
dB/dt tg03,-4.5239123686310924e-07,-4.558362745745305e-09,-2.5342278282336334e-09,9.608023509507157e-09,-7.548081775711005e-11,-1.1176777171011599e-10,-8.529137926270154e-10,-0.00024406007502935387,4.551788542773587e-07,8.188226619529551e-07,1.4493026052632352e-05,-1.1314471233828975,9.659621711200407e-06,7.127237338310481e-06,0.012547080839441768,2.4162763845598294e-06,2.8346507014869198e-08,-6.158061293080916e-08,-1.6629099078204474e-06
dB/dt tg04,-3.7712330607512357e-07,1.4251732452734242e-09,-1.4743656513480954e-10,7.066676915677076e-09,-4.2010462595622064e-11,-5.220237194097784e-11,-5.266843286482922e-10,-0.00014688335223332546,2.2386478501010054e-07,3.646200535079413e-07,8.389637670571676e-06,-0.7512178767502178,8.127679484108602e-06,6.0216598738938975e-06,0.007631353249888535,2.170444586456514e-06,3.624361118758682e-08,-1.1544601684172571e-08,-1.0265777570088874e-06
dB/dt tg05,-2.3569214772606883e-07,-1.0642926974961339e-09,-1.8595811261719285e-10,4.290547921473379e-09,-1.7560148448802047e-11,-3.0048084358050144e-11,-2.9662986098743567e-10,-8.162140263652462e-05,6.080919114572278e-08,1.9749383687389585e-07,4.2219760200446075e-06,-0.4569949192492661,6.7273917179268816e-06,4.9792565142629185e-06,0.0042102074084015145,1.674752992730405e-06,3.929478516417476e-08,1.975304826943932e-09,-5.775224867630068e-07
dB/dt tg06,-1.5808156685335802e-07,-1.0319870962922386e-09,-6.079042424310906e-11,2.817154977031278e-09,-8.506284191117199e-12,-1.7988803425769854e-11,-1.8548925884440246e-10,-5.014282557747157e-05,4.793262966260339e-09,1.0878855991136995e-07,2.3743668943278857e-06,-0.29676392720516837,5.790840146744316e-06,4.267077783701739e-06,0.0025774384544960285,1.264287374087394e-06,3.6487871040435306e-08,8.259558317014884e-09,-3.6049186626426434e-07
dB/dt tg07,-1.1841260164724943e-07,2.7963620168143625e-10,2.272819140200012e-10,2.0368054727430922e-09,-5.54728263912911e-12,-9.244189590011756e-12,-1.2691101694148097e-10,-3.336630922601054e-05,-9.968332266562885e-09,4.5377201018369654e-08,1.5005243651443334e-06,-0.20356514659359445,5.124753744890617e-06,3.754333942256372e-06,0.001727759921194245,9.63682687416987e-07,3.221847071242059e-08,1.2922944249264864e-08,-2.461064344901809e-07
dB/dt tg08,-8.10722579678611e-08,8.522505885437376e-10,3.235384705343163e-10,1.3513244293518795e-09,-3.2121463859176032e-12,-3.7044786834617624e-12,-7.984739106891383e-11,-2.0300896919691328e-05,-1.971829032320885e-08,6.667043397609949e-09,8.402141364058373e-07,-0.12749712674116992,4.442120563159269e-06,3.2250487167514577e-06,0.0010561328130710434,6.738937355192764e-07,2.7468672192326322e-08,1.4372835238010097e-08,-1.5428242996384308e-07
dB/dt tg09,-4.7303593847685875e-08,4.28346647726368e-10,1.897048887075959e-10,7.886589391730163e-10,-1.2318322628795565e-12,-1.9901710850772223e-12,-4.622197009473022e-11,-1.1472065088178035e-05,-2.6958831352054487e-08,-3.0353463330314576e-09,3.957123928111734e-07,-0.0738469567725612,3.7959928648282768e-06,2.7214095661736257e-06,0.0005871518735227271,4.335427288471227e-07,2.294600661357375e-08,1.2340703007566214e-08,-8.879014980011127e-08
dB/dt tg10,-2.7749747206455227e-08,-1.2457892632285531e-11,6.183810023077939e-11,4.771847828349374e-10,-2.2467831004621435e-13,-1.778958878705261e-12,-2.907300865302718e-11,-7.154830861617884e-06,-2.9316614647139852e-08,-2.2583803174651373e-09,1.8927995333620085e-07,-0.04667293437007322,3.3494749345361246e-06,2.3725213468233993e-06,0.00035417318188353037,2.953655698790986e-07,1.968186150625652e-08,1.0051014677752509e-08,-5.547603645737037e-08
