X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.289,100.000,0.0,1.0e-06,0.605
0.000,0.000,0.000,5.812,3015.131,0.1,6.6e-04,0.908
0.000,0.000,0.000,8.208,3016.104,0.1,6.0e-04,0.878
0.000,0.000,0.000,0.000,2195.490,0.0,1.0e-06,0.123
