X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.311,100.000,0.0,1.0e-06,0.641
0.000,0.000,0.000,5.798,3085.872,0.1,6.6e-04,0.912
0.000,0.000,0.000,8.189,3094.860,0.1,6.1e-04,0.883
0.000,0.000,0.000,0.000,2471.572,0.0,1.0e-06,0.125
