,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.3262870189830898e-07,-4.374528506775747e-08,-3.4879151993803186e-08,7.782515587467483e-09,-3.031977869341385e-10,-4.267726613382546e-10,-2.884782150600583e-09,-0.0006147466700583864,2.042765473710379e-06,3.193292635172683e-06,4.96575715874727e-05,-1.671954997471455,1.6690326207204133e-05,1.171574610251297e-05,0.03722859693713055,5.688212288957859e-07,-8.317540150091771e-08,-3.6834874684690334e-07,-5.071299640317085e-06
dB/dt tg02,-3.4272102521991903e-07,-2.7963526809913382e-08,-1.861340161358562e-08,1.0088389279188891e-08,-1.4803762081253963e-10,-2.3432226471479007e-10,-1.7667882911463068e-09,-0.0003787427197404546,9.43439623350306e-07,1.7245349864986452e-06,2.861949434750002e-05,-1.2455631909029166,1.392177629883736e-05,9.975478511126182e-06,0.02260491597935125,1.6925899312329825e-06,5.330415475583905e-09,-1.7838465781601475e-07,-3.1086769158065187e-06
dB/dt tg03,-4.5717955483715585e-07,-1.147261596655034e-08,-8.96554461870381e-09,9.50155341277248e-09,-8.524009354405013e-11,-1.276487734754204e-10,-1.1759671699428873e-09,-0.00025087661322059364,5.039716659727649e-07,9.188674966140663e-07,1.8122108467880802e-05,-0.9333714560754474,1.1982596864436054e-05,8.670912444959284e-06,0.01490058452918456,1.95816957310069e-06,3.3364960834068316e-08,-7.608079928833215e-08,-2.069924566183033e-06
dB/dt tg04,-4.0185999563227675e-07,-1.2451234949985302e-09,-3.1538237031739124e-09,7.314050902690541e-09,-4.725852531461919e-11,-6.016385080339505e-11,-7.292227896910805e-10,-0.0001540073926749608,2.459715494907166e-07,4.1329032788011624e-07,1.0589963536843276e-05,-0.636164465644916,1.0067971976503763e-05,7.320880174342417e-06,0.009115106009572533,1.8318893528773905e-06,4.325005608594087e-08,-1.565529721836737e-08,-1.2833894130786583e-06
dB/dt tg05,-2.618841196575071e-07,-3.0223573220068328e-09,-1.9178875989243272e-09,4.61603499425781e-09,-2.013313479543945e-11,-3.4707467822223035e-11,-4.1362649910998046e-10,-8.762854283174618e-05,6.862659521744533e-08,2.2459472207435332e-07,5.43774739006185e-06,-0.3996905796063616,8.318964026169477e-06,6.047607305090071e-06,0.005075595251991981,1.470650848244128e-06,4.67392458496351e-08,1.114699741760204e-09,-7.273637717373042e-07
dB/dt tg06,-1.810643813085133e-07,-2.312214732155383e-09,-1.0977042175801013e-09,3.1205622656424078e-09,-9.895647426668745e-12,-2.08176490027158e-11,-2.599884620515223e-10,-5.491467640940863e-05,6.510589487143626e-09,1.2416858758415973e-07,3.115758903059073e-06,-0.2669670870223088,7.149732422942254e-06,5.17735347908521e-06,0.00313056037243121,1.146005220629243e-06,4.3429038337270636e-08,9.001368545157183e-09,-4.565306376961017e-07
dB/dt tg07,-1.381097050313447e-07,-2.572653646470742e-10,-3.055878387852872e-10,2.3024719494742978e-09,-6.344794442671722e-12,-1.0786402835670175e-11,-1.7830165512717051e-10,-3.713589949149412e-05,-1.1245118101710363e-08,5.2674275054933724e-08,1.9917944426756258e-06,-0.18764312581534526,6.318471502026095e-06,4.550611767054295e-06,0.002108175488498828,8.972095449574323e-07,3.845978682673644e-08,1.480859638745285e-08,-3.1250808081184234e-07
dB/dt tg08,-9.629967951772539e-08,7.451562340546751e-10,1.0716870379588331e-10,1.5603426782854491e-09,-3.5893826226697297e-12,-4.39527018135524e-12,-1.125009921072174e-10,-2.3038486733878922e-05,-2.2772490178383108e-08,8.753347143395063e-09,1.135454207279227e-06,-0.12105373127653213,5.466875833787507e-06,3.903501881533723e-06,0.0012965157439507103,6.47593755531681e-07,3.284408159844235e-08,1.673335426352984e-08,-1.9657084969164473e-07
dB/dt tg09,-5.768068243583687e-08,3.5273385202620974e-10,6.858748426285975e-11,9.341303513502738e-10,-1.3677137558297222e-12,-2.3524264299164537e-12,-6.545141643224356e-11,-1.330019790379161e-05,-3.056164971350796e-08,-2.7648579984435973e-09,5.568672093955937e-07,-0.07244491177949325,4.661137787337817e-06,3.2876502682335095e-06,0.0007279199760340835,4.3142528358671694e-07,2.7406369276608736e-08,1.4441977635499423e-08,-1.1379429854124692e-07
dB/dt tg10,-3.4954303702423383e-08,-1.4818549150877933e-10,-4.906891767017734e-11,5.802047688097071e-10,-2.633930554842291e-13,-2.057059313401526e-12,-4.139644638891157e-11,-8.434684972620129e-06,-3.284111020187216e-08,-2.291620466662599e-09,2.850002020640548e-07,-0.046996181038341384,4.104551319172823e-06,2.861029326085276e-06,0.0004439502232012676,3.0213289262015965e-07,2.3465509301210497e-08,1.1777627984933183e-08,-7.156717691150684e-08
dB/dt tg11,-2.4245292424302567e-08,-6.695032734255089e-11,-2.7039548704066264e-11,4.0339777030030845e-10,4.585368608810952e-14,-1.23640913507009e-12,-2.8368897262048425e-11,-5.734415397657007e-06,-3.109984448831034e-08,-6.353046664480139e-09,1.6017454240869705e-07,-0.03240375955359921,3.6963432023597564e-06,2.548039724422223e-06,0.00029379865290968217,2.210459566659323e-07,2.0304614511900194e-08,1.0530631915445017e-08,-4.8760211431148875e-08
dB/dt tg12,-1.7381904343533745e-08,2.8571458041020266e-10,6.161214849183639e-11,2.799997493466159e-10,5.055405852244884e-14,-5.094888777246003e-14,-1.826877460265704e-11,-3.5886902790696965e-06,-2.707110512647131e-08,-1.296403583433984e-08,8.285429231054931e-08,-0.020509198993748808,3.2625937075091516e-06,2.2159085215364413e-06,0.00018084722864506603,1.4941089146082744e-07,1.68220608309818e-08,9.619764284209687e-09,-3.114765498122385e-08
dB/dt tg13,-1.0439683012151652e-08,2.2724421641050008e-10,4.105085296196511e-11,1.6935044171134077e-10,1.8971290588571665e-13,1.568528001790682e-13,-1.0800407236180654e-11,-2.092144874612644e-06,-2.407435499458878e-08,-1.2407363692273653e-08,2.8685726197737616e-08,-0.012086453844140308,2.838284944434251e-06,1.8921837777194664e-06,0.00010003632737038062,9.418360946378949e-08,1.3652714252396601e-08,7.82842682085502e-09,-1.8191456426077217e-08
dB/dt tg14,-5.990093327616843e-09,6.683836804124064e-11,-4.429073457270327e-12,1.0248201135101293e-10,3.0971879980186947e-13,-5.094861431605686e-15,-6.816733900764998e-12,-1.3313495622821753e-06,-2.2084159054436745e-08,-9.719354266203994e-09,2.6421404358132415e-09,-0.0077537450891187855,2.530685188536219e-06,1.6588564205513765e-06,5.8570431874602625e-05,6.348612669519437e-08,1.1481590963335282e-08,6.282331510841117e-09,-1.1325506308649463e-08
dB/dt tg15,-3.833098494830425e-09,2.7583763191381138e-11,-1.653667858952368e-11,6.854823371650604e-11,3.27890898918228e-13,-3.153643129071409e-15,-4.648302670653879e-12,-9.088363140040505e-07,-2.013968831369882e-08,-8.63211035848006e-09,-7.025729390511024e-09,-0.00531914617485038,2.298274194121163e-06,1.4837570640936537e-06,3.7055267055781166e-05,4.5303392343921547e-08,9.867148065780588e-09,5.301848108043725e-09,-7.618031751605776e-09
dB/dt tg16,-2.4366379105200327e-09,5.318663748843875e-11,-1.0695201837247273e-11,4.441131610316739e-11,2.8756494771961493e-13,1.0571029846915838e-13,-2.901845176027888e-12,-5.579058968907067e-07,-1.7539710795288198e-08,-8.198256011507828e-09,-1.0081017017499793e-08,-0.003272387787274875,2.0290323848532567e-06,1.2827687532583862e-06,2.082773307115279e-05,2.9220088253820045e-08,8.053923278391577e-09,4.350716200943456e-09,-4.6649955530863715e-09
dB/dt tg17,-1.6425948309914242e-09,8.350982446000161e-11,-2.224796876371896e-12,2.9712420308175153e-11,2.342567919506404e-13,1.9704665992972125e-13,-1.7766208008159533e-12,-3.3031618703386273e-07,-1.5014093071831628e-08,-7.726899640696991e-09,-9.1331719806095e-09,-0.0019341505770443092,1.7691213546153939e-06,1.0914080728568834e-06,1.1238320347147467e-05,1.811451049699562e-08,6.414713994105118e-09,3.5035940569605573e-09,-2.791197345107721e-09
