,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,-1.0875915832378854e-07,-4.1416152670651204e-09,3.100793637477201e-10,1.2462042832641812e-08,-2.236555588655572e-10,-2.9981034410620944e-10,-1.4150800027755033e-09,-0.0006263403683495978,1.6136519584821338e-06,2.3864436699922072e-06,3.067382011908563e-05,-2.7237791355619323,7.356598704537972e-06,5.4238383947767095e-06,0.02578144732192655,1.581435286359038e-06,-5.494728487033906e-08,-2.103064300753362e-07,-3.0773021985775857e-06
dB/dt tg02,-4.042722505746643e-07,-4.0653128242331006e-09,1.0965721788550007e-09,1.1686583988644756e-08,-1.0718117097378601e-10,-1.6211849020855994e-10,-8.534107950889163e-10,-0.00037033015813587125,7.386592124016148e-07,1.271274630563326e-06,1.713525327770862e-05,-1.9496606159555254,6.183412838711714e-06,4.658979839961736e-06,0.015376670592281419,2.928690168056688e-06,-2.1238064864406482e-09,-1.0076527248565453e-07,-1.8571432153102897e-06
dB/dt tg03,-4.3306922390404106e-07,2.547457934866888e-10,1.4939382270830953e-09,9.642381612990376e-09,-6.097946674698855e-11,-8.681462127576428e-11,-5.630118008690274e-10,-0.00023595236891634297,3.950286344773936e-07,6.676718699082298e-07,1.0637067097760594e-05,-1.3994103564504017,5.355410075723953e-06,4.075453508188698e-06,0.010014927947693718,3.057280262038531e-06,1.4818390138322071e-08,-4.255607302855047e-08,-1.225472991553046e-06
dB/dt tg04,-3.372912665410956e-07,2.7273651492635925e-09,1.4400291875102146e-09,6.689309913587537e-09,-3.3687526307538794e-11,-4.0030989536166646e-11,-3.4635408945173085e-10,-0.00013815766352046882,1.9697311881634707e-07,2.9532995212987146e-07,6.09032334085579e-06,-0.896249523526875,4.533141093714762e-06,3.4646912996225298e-06,0.0060515716075558975,2.6195314556524648e-06,2.1132725253738447e-08,-8.678099318357636e-09,-7.535328761666043e-07
dB/dt tg05,-1.998325413060563e-07,2.937569943320417e-10,9.05490142580533e-10,3.8567217986929505e-09,-1.4190223583190627e-11,-2.3139706825841312e-11,-1.9302871575194612e-10,-7.432619502689603e-05,5.976006855658151e-08,1.6160405167288622e-07,2.9591003831881434e-06,-0.5216768408927652,3.7785206951944636e-06,2.884331066206005e-06,0.003292381942995381,1.9233433564944407e-06,2.3822077290093377e-08,4.097028754529544e-10,-4.192369594038275e-07
dB/dt tg06,-1.2886003873761112e-07,-7.275819415646337e-11,6.39832336175271e-10,2.435700206301259e-09,-6.9568193721481885e-12,-1.3888543265906747e-11,-1.198424418244699e-10,-4.4458548022386396e-05,1.1896392422447318e-08,9.015736590314225e-08,1.6104684019957816e-06,-0.32607022937728636,3.2720474397093698e-06,2.485562917987262e-06,0.001993398048356324,1.3941046015124816e-06,2.2418508456205522e-08,4.7171143676476976e-09,-2.5965319585179933e-07
dB/dt tg07,-9.42406356202442e-08,5.651724896894109e-10,5.318631525806209e-10,1.7153455862116653e-09,-4.54661149147792e-12,-7.077855895863546e-12,-8.187628923997408e-11,-2.896899484167267e-05,-1.6170702850560938e-09,3.834554560095372e-08,1.0022256769227787e-06,-0.21649367330118974,2.910909896630845e-06,2.1973697832866394e-06,0.001329143622074421,1.0268716019611317e-06,1.993445816012176e-08,7.971969705619022e-09,-1.7691330169650616e-07
dB/dt tg08,-6.309618523370881e-08,7.789113374262157e-10,3.998902964745879e-10,1.1082444918158126e-09,-2.6611950400708866e-12,-2.7955750767533928e-12,-5.1410871227199856e-11,-1.7192474957812613e-05,-1.082442885405797e-08,6.786665524491485e-09,5.466349002987839e-07,-0.1304184068892729,2.5399858267904036e-06,1.8989640243726732e-06,0.0008063993535613217,6.897749127293131e-07,1.7110928602100967e-08,9.073852791574608e-09,-1.1059176379185414e-07
dB/dt tg09,-3.570725723462214e-08,4.0818538601917893e-10,2.4706462486935675e-10,6.265922068258945e-10,-1.0952850906392105e-12,-1.5390048290949935e-12,-2.95529745357262e-11,-9.461003468750138e-06,-1.7658544692910088e-08,-8.890669374936366e-10,2.375940727545262e-07,-0.07246152329250222,2.188003195000636e-06,1.614113046220951e-06,0.00044148860100526766,4.2487056817904976e-07,1.4382833261296302e-08,7.820034903858024e-09,-6.310218267756377e-08
dB/dt tg10,-2.012601816398826e-08,7.851685038821629e-11,1.4939030427549075e-10,3.6635300667600655e-10,-3.038102262969923e-13,-1.42776447174803e-12,-1.8410672872887655e-11,-5.782984561982369e-06,-2.0165492428814377e-08,-1.3409220200252095e-10,9.562603256089566e-08,-0.044339478236947796,1.944141492203788e-06,1.4162141876663744e-06,0.000261161928249187,2.799020839819733e-07,1.2392350829344606e-08,6.361357116764222e-09,-3.8970564792906065e-08
