,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.4209389384604804e-07,-6.74821999591462e-08,-5.846786401916977e-08,6.9523597774823294e-09,-3.1343420505356877e-10,-4.379105460084275e-10,-3.5737303025257678e-09,-0.0006059574049355431,2.113738907821544e-06,3.271825312825882e-06,5.7000294212036274e-05,-1.2352702216648492,1.6555540243606768e-05,1.1436400270408981e-05,0.04136981186422634,1.915737226811989e-07,-9.186640112024785e-08,-3.8485763115269373e-07,-5.854170757527637e-06
dB/dt tg02,-3.589364527385052e-07,-4.0908091905328253e-08,-2.9675648342484393e-08,9.886820552163866e-09,-1.5555181447173683e-10,-2.439210759780457e-10,-2.1982172744338307e-09,-0.0003798737487867285,9.969981516220698e-07,1.794043197323552e-06,3.309902637171775e-05,-0.9373207775542445,1.3826892698902273e-05,9.767428291746874e-06,0.02524866771167883,1.1854878454673318e-06,-5.243548740205424e-10,-1.913266643557999e-07,-3.6042071820634937e-06
dB/dt tg03,-4.978584751625245e-07,-1.888120256348327e-08,-1.6154376272878405e-08,9.730668818003963e-09,-8.955710927116298e-11,-1.3294617619557937e-10,-1.4696445635525519e-09,-0.0002558352431530936,5.352358763241199e-07,9.581797546987198e-07,2.1131689496549633e-05,-0.7159838588061481,1.1913140445827093e-05,8.508810012484054e-06,0.016729176271839244,1.4769209379418037e-06,3.0223744166428194e-08,-8.338181492817363e-08,-2.4107426165113407e-06
dB/dt tg04,-4.5352321219494e-07,-5.0569389439653045e-09,-7.869682022014123e-09,7.786152424577893e-09,-4.918692732947275e-11,-6.217482287450846e-11,-9.158104456336625e-10,-0.0001603099694275097,2.603231543653596e-07,4.290863977775049e-07,1.247190046440098e-05,-0.5013870272452153,1.0021332973393908e-05,7.2001408933456325e-06,0.01029389813521249,1.453016778071477e-06,4.206774153307235e-08,-1.8731287257021474e-08,-1.502241310502818e-06
dB/dt tg05,-3.01197053447858e-07,-5.019275161341902e-09,-3.5873192737606053e-09,5.047753724801573e-09,-2.1684528706762224e-11,-3.6851877037699996e-11,-5.214236578030389e-10,-9.347561903215156e-05,8.03881669791237e-08,2.4105145933770225e-07,6.4709139160217936e-06,-0.32572989747303427,8.29103125278048e-06,5.960595596957053e-06,0.005763350031885621,1.2198177935381984e-06,4.592483048070631e-08,-1.7271939528316683e-09,-8.547485405377768e-07
dB/dt tg06,-2.126215445069111e-07,-3.4554819931087806e-09,-1.803137554727704e-09,3.495011469155903e-09,-1.0973883684556399e-11,-2.2421658110025083e-11,-3.2883981305993744e-10,-5.9822402123905034e-05,1.4831862762602545e-08,1.3654005199415365e-07,3.7481496778249693e-06,-0.2240792869393095,7.133010142388677e-06,5.110521451073753e-06,0.0035725138106094314,9.84519369110404e-07,4.297862410554197e-08,6.933857561266239e-09,-5.383883844015068e-07
dB/dt tg07,-1.658050670833966e-07,-9.105565995722533e-10,-9.2548524705186e-10,2.636304505697867e-09,-6.88961539194669e-12,-1.1535885318835883e-11,-2.2630429569793066e-10,-4.117343686126103e-05,-6.839970104901919e-09,5.878717778729848e-08,2.423569372416114e-06,-0.16162140973111128,6.309019638863226e-06,4.496873221742113e-06,0.0024176433910204414,7.940525102234621e-07,3.839361693792799e-08,1.3777815400228036e-08,-3.6992069182041016e-07
dB/dt tg08,-1.1826012229301498e-07,4.230935392432698e-10,-3.705323763959958e-10,1.8288827019233e-09,-3.801374541774882e-12,-4.632119648431762e-12,-1.433547428195753e-10,-2.6100021606831817e-05,-2.0849784558753207e-08,1.1046236546970819e-08,1.4042075440288488e-06,-0.10763780557417421,5.464239258739582e-06,3.862044227199769e-06,0.0014959672396408939,5.937207506360453e-07,3.30010796450719e-08,1.6342690909012737e-08,-2.337000680122222e-07
dB/dt tg09,-7.252927952768553e-08,1.883731216010131e-10,-1.3023760963089698e-10,1.1217807879351837e-09,-1.5124627172217452e-12,-2.5456625191354927e-12,-8.367224825518405e-11,-1.5434375346521793e-05,-2.920504853825826e-08,-9.313069241536913e-10,7.050125978808943e-07,-0.06678228812302783,4.6642996413750885e-06,3.256679735719008e-06,0.0008454333994487276,4.113676091311099e-07,2.7580981867702544e-08,1.4151770760100076e-08,-1.3580404679819636e-07
dB/dt tg10,-4.500981956592677e-08,-2.5762133915136223e-10,-6.664696440158377e-11,7.122842949590205e-10,-4.187054038167905e-13,-2.311318427382345e-12,-5.3012214429235075e-11,-9.977355811985369e-06,-3.1467269018248825e-08,-1.1718937064049135e-10,3.7140112964021087e-07,-0.044615341484930744,4.111301304999518e-06,2.8366297693682776e-06,0.000518370236027825,2.972920507021147e-07,2.360467399233658e-08,1.1447220439883755e-08,-8.560755174505853e-08
dB/dt tg11,-3.180682820224774e-08,-1.3364904753412448e-10,-2.7107584811800994e-11,5.036934191152886e-10,-5.852017105814792e-14,-1.4110918069714382e-12,-3.640914433868746e-11,-6.893154075660436e-06,-3.0140038290197064e-08,-4.806997303936754e-09,2.163981095058723e-07,-0.03152714406017674,3.705471926283922e-06,2.528101546367419e-06,0.0003449953335445285,2.2331406781018094e-07,2.0458563210546604e-08,1.0304068815163214e-08,-5.849234377282401e-08
dB/dt tg12,-2.3091020338447996e-08,2.631155837480814e-10,9.03868346331479e-12,3.5419302200089247e-10,3.2262740717676746e-14,-7.138961972817956e-14,-2.353967333158904e-11,-4.3972642380174475e-06,-2.678265340753026e-08,-1.2575291374412225e-08,1.1853489304396917e-07,-0.02053712385853091,3.273984129105745e-06,2.200362318874001e-06,0.00021418986223176658,1.55736715249331e-07,1.701330262649555e-08,9.577180279311301e-09,-3.7549947742576455e-08
dB/dt tg13,-1.4177506098029875e-08,2.1942818487585554e-10,9.086513928814945e-12,2.182296446672619e-10,1.854843403671701e-13,1.5446563949117164e-13,-1.3958061678740895e-11,-2.618146061064319e-06,-2.3932167803767724e-08,-1.2199761824993274e-08,4.79976947418265e-08,-0.0124938767246528,2.8515881314678427e-06,1.8805698980768277e-06,0.00011971881125958929,1.0157209273649379e-07,1.3827174747927696e-08,7.816162790381017e-09,-2.202666890509969e-08
dB/dt tg14,-8.412820309075615e-09,5.940314757546658e-11,-2.088668476632289e-12,1.3513845579653115e-10,2.932365585593428e-13,-3.6171102967631676e-14,-8.818650714184666e-12,-1.693893093310528e-06,-2.1883453218341414e-08,-9.342023840611601e-09,1.2920564711403996e-08,-0.008217803865649895,2.5451343100043518e-06,1.6498467407315828e-06,7.079515061928395e-05,7.032143715930169e-08,1.1626576709478596e-08,6.244187360447772e-09,-1.374714822753099e-08
dB/dt tg15,-5.546042638325527e-09,2.2090566891433962e-11,-6.950178349505238e-12,9.202194653630646e-11,3.1277094653173275e-13,-3.400412468641994e-14,-6.021065949722449e-12,-1.17238550799721e-06,-1.997048249672915e-08,-8.280166598125613e-09,-1.0331212588994609e-09,-0.005753657219400367,2.3134193922620396e-06,1.47656643996643e-06,4.5274658868788474e-05,5.128902045856792e-08,9.997393998596815e-09,5.267438010177742e-09,-9.272734895293008e-09
dB/dt tg16,-3.6032233588603395e-09,5.1808472707882256e-11,-8.374819722509925e-12,6.028062597287804e-11,2.8290154899767533e-13,9.374945489125207e-14,-3.76943550100092e-12,-7.320212860896311e-07,-1.746957893606763e-08,-8.005863752785232e-09,-6.840553877820985e-09,-0.003628405520076295,2.04476690943292e-06,1.277512325040961e-06,2.589803041314173e-05,3.3979855976577346e-08,8.173452414907596e-09,4.340265808860905e-09,-5.7075159389693944e-09
dB/dt tg17,-2.4454280981456217e-09,8.540834163318914e-11,-8.495325461977523e-12,4.032658220471833e-11,2.38784600240386e-13,2.0246815194576118e-13,-2.3168234601837753e-12,-4.410422245208863e-07,-1.5030719787771836e-08,-7.680018319558425e-09,-7.310551800199048e-09,-0.0021994021628550784,1.785148066483907e-06,1.0878233891876638e-06,1.4317763256472158e-05,2.1650275529395606e-08,6.5232004207475246e-09,3.5144104527970995e-09,-3.4386472678536284e-09
