time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.575772423e-06,6.004222222e-04,1.556177778e-07,1.200844444e-04,2.956754210e+03,5.633000000e+01
6.070000e-06,5.407259648e-07,2.388933333e-04,8.309333333e-08,4.777866667e-05,4.468806178e+03,7.704000000e+01
7.080000e-06,1.773298774e-07,9.570311111e-05,6.341333333e-08,1.914062222e-05,7.270776273e+03,1.097500000e+02
8.520000e-06,2.087163349e-08,2.560222222e-05,3.221688889e-08,5.120444444e-06,2.223585682e+04,1.941100000e+02
1.053000e-05,-5.314671638e-08,2.516488889e-06,2.405333333e-08,5.032977778e-07,-8.377721324e+03,6.401600000e+02
1.255000e-05,-6.106935942e-08,-4.550088889e-07,3.917777778e-08,9.100177778e-08,-5.699923592e+03,-1.495080000e+03
1.456000e-05,-5.050328355e-08,-3.389333333e-07,5.100400000e-08,6.778666667e-08,-5.050590042e+03,-1.419950000e+03
1.744000e-05,-3.813612539e-08,-4.189288889e-08,1.391084444e-08,8.378577778e-09,-4.508398616e+03,-4.235220000e+03
2.146000e-05,-2.788013951e-08,2.172088889e-07,1.470351111e-08,4.344177778e-08,-3.931678481e+03,1.000050000e+03
2.549000e-05,-2.134799710e-08,3.413022222e-07,1.851377778e-08,6.826044444e-08,-3.526168035e+03,5.557600000e+02
2.950000e-05,-1.613768072e-08,3.037644444e-07,1.213964444e-08,6.075288889e-08,-3.330888135e+03,4.705800000e+02
3.528000e-05,-1.079691895e-08,2.631288889e-07,7.979511111e-09,5.262577778e-08,-3.231543193e+03,3.844000000e+02
4.330000e-05,-7.285393686e-09,2.252266667e-07,5.856622222e-09,4.504533333e-08,-2.985673472e+03,3.030600000e+02
5.140000e-05,-5.543125260e-09,1.676444444e-07,6.388711111e-09,3.352888889e-08,-2.691839489e+03,2.772800000e+02
5.941000e-05,-4.348879677e-09,1.160573333e-07,9.747066667e-09,2.321146667e-08,-2.485840760e+03,2.783700000e+02
7.095000e-05,-3.106272403e-09,9.940222222e-08,5.142311111e-09,1.988044444e-08,-2.314251008e+03,2.295900000e+02
8.707000e-05,-2.162269181e-09,6.827866667e-08,4.841644444e-09,1.365573333e-08,-2.094611130e+03,2.096500000e+02
