time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.893618042e-06,5.980444444e-04,2.542222222e-07,8.372622222e-05,1.591326935e+03,5.556000000e+01
6.070000e-06,8.377090384e-07,2.414222222e-04,1.750044444e-07,3.379911111e-05,3.283207192e+03,7.525000000e+01
7.080000e-06,9.671985164e-07,9.649777778e-05,1.180444444e-07,1.350968889e-05,2.308212202e+03,1.073700000e+02
8.520000e-06,1.094369930e-06,2.613333333e-05,4.856888889e-08,3.658666667e-06,1.561347184e+03,1.884200000e+02
1.053000e-05,-1.359069165e-08,2.648888889e-06,3.818666667e-08,3.708444444e-07,-2.045502047e+04,6.085100000e+02
1.255000e-05,-2.198262603e-07,-4.264888889e-07,4.924444444e-08,5.970844444e-08,-2.387164343e+03,-1.535240000e+03
1.456000e-05,-2.566777695e-08,-4.945777778e-07,3.509333333e-08,6.924088889e-08,-7.800943163e+03,-1.085950000e+03
1.744000e-05,5.863207572e-08,-1.163733333e-07,2.997333333e-08,1.629226667e-08,3.329205441e+03,-2.108180000e+03
2.146000e-05,-2.910016548e-08,1.441777778e-07,2.814222222e-08,2.814222222e-08,-3.758619893e+03,1.292860000e+03
2.549000e-05,-1.074443279e-07,2.538666667e-07,2.421333333e-08,3.554133333e-08,-1.181053366e+03,6.657400000e+02
2.950000e-05,-8.732996665e-08,2.179555556e-07,2.741333333e-08,3.051377778e-08,-1.062990427e+03,5.776700000e+02
3.528000e-05,-1.977924043e-08,1.829333333e-07,2.394666667e-08,2.561066667e-08,-2.123183559e+03,4.820700000e+02
4.330000e-05,-1.550930289e-08,1.574755556e-07,2.627555556e-08,2.627555556e-08,-1.774735203e+03,3.784600000e+02
5.140000e-05,-3.080692100e-08,1.188622222e-07,2.261333333e-08,2.261333333e-08,-8.439256396e+02,3.430400000e+02
5.941000e-05,-2.972415131e-08,1.159288889e-07,2.382222222e-08,2.382222222e-08,-6.789472186e+02,2.740300000e+02
7.095000e-05,-1.793224082e-08,6.903111111e-08,2.053333333e-08,2.053333333e-08,-7.073991522e+02,2.879500000e+02
8.707000e-05,-6.611588578e-09,3.182222222e-08,1.980444444e-08,1.980444444e-08,-9.780403863e+02,3.430600000e+02
