X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.733,100.000,0.0,1.0e-06,0.180
0.000,0.000,0.000,4.769,2404.066,0.1,6.0e-04,0.871
0.000,0.000,0.000,4.126,2195.869,0.2,5.7e-04,0.837
0.000,0.000,0.000,7.330,1335.205,0.5,1.0e-06,0.230
0.000,0.000,0.000,0.000,475.381,0.0,1.0e-06,0.099
