X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.574,100.000,0.0,1.0e-06,0.601
0.000,0.000,0.000,6.048,3665.424,0.0,2.2e-04,0.877
0.000,0.000,0.000,4.789,2818.092,0.1,2.8e-04,0.936
0.000,0.000,0.000,0.000,1507.708,0.0,1.0e-06,0.118
