,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.3562289943914e-06,-1.856602832479056e-07,-1.1071627362295079e-07,-7.763819884343259e-09,-2.3451409829359584e-10,-3.5481554761975077e-10,-5.85235223372145e-09,-0.0007209433902032435,1.602668097317533e-06,2.2814717247547555e-06,7.623866653887825e-05,-2.1170707520927046,9.846738443147593e-05,1.934822363640151e-05,0.05703308947932038,6.893129374582677e-07,8.38887925955425e-08,-2.7153559165154145e-07,-8.070685501510398e-06
dB/dt tg02,3.2249846842573515e-07,-8.547644459883095e-08,-4.685161462573606e-08,2.962651234338501e-09,-1.2348999773757374e-10,-1.8895321219175336e-10,-3.56952984541017e-09,-0.00044110921529559046,6.59516702671872e-07,1.1937580407112525e-06,4.3653322839423126e-05,-1.5731679486197976,8.311701328365607e-05,1.8417464448272817e-05,0.034481180674301073,2.115227870062754e-06,9.714966205366108e-08,-1.1936450641293406e-07,-4.926124526634637e-06
dB/dt tg03,-4.5203731855349715e-08,-5.171582646745464e-08,-2.9677180699546693e-08,5.818564897845277e-09,-6.643898071137695e-11,-1.0641730575400668e-10,-2.3682917478400052e-09,-0.0002902419135478457,1.9632854504397994e-07,6.577466712445712e-07,2.7506404464292432e-05,-1.1728565174053842,7.227683534882291e-05,1.736276933212102e-05,0.022645426582054554,2.439339222859382e-06,9.728869208527982e-08,-4.7088246492294844e-08,-3.269705758296615e-06
dB/dt tg04,-1.5716753808863142e-07,-3.13970804451222e-08,-1.9737082498712647e-08,5.497295091316152e-09,-3.124891872986367e-11,-5.418576193092368e-11,-1.464820042548907e-09,-0.0001767074953396309,-6.273667031944787e-08,3.205284966409816e-07,1.5999814715092418e-05,-0.7922174385511241,6.144658602695679e-05,1.599089471038695e-05,0.013808089145060798,2.263206398272159e-06,8.807094987114878e-08,-5.160487731890692e-09,-2.022194125420175e-06
dB/dt tg05,-1.3185535668244222e-07,-1.0806392303339333e-08,-5.2747078706852944e-09,3.813124058738539e-09,-1.6455670451186552e-11,-2.807737281055434e-11,-8.296554644944159e-10,-9.95812957771824e-05,-1.3831643719124567e-07,1.515822841796042e-07,8.157490239018678e-06,-0.4919580930313827,5.136524646140263e-05,1.4463851715498622e-05,0.0076763405893503665,1.7967084253439933e-06,7.206487451123953e-08,1.1646454481491311e-08,-1.1440658769098382e-06
dB/dt tg06,-1.024630299613957e-07,-4.246259984180679e-09,-1.316469131521618e-09,2.709254417724845e-09,-9.105409474905123e-12,-1.5902195047729205e-11,-5.209551716905747e-10,-6.189974563749645e-05,-1.6422555221253477e-07,7.466305121372712e-08,4.6427386692405625e-06,-0.32514649371098076,4.446537015112273e-05,1.3278398834962947e-05,0.004728168778632218,1.3854018473123389e-06,6.048867463525265e-08,1.743030020355406e-08,-7.172155059967393e-07
dB/dt tg07,-8.436098412164778e-08,-3.4184339518519645e-09,-1.7230960029859751e-09,2.0595083359531666e-09,-4.342589791331453e-12,-8.939129884290097e-12,-3.568909466503036e-10,-4.157843389810074e-05,-1.7775991408352846e-07,3.197060120923404e-08,2.9525822871093076e-06,-0.22640617332497748,3.9442233051436296e-05,1.2341914978868416e-05,0.003178079251801728,1.0742299681210462e-06,5.2223561565297647e-08,1.975044391887439e-08,-4.904640375622939e-07
dB/dt tg08,-6.23837006212874e-08,-2.4430482653401654e-09,-1.6269751987341424e-09,1.4326855402283072e-09,-1.3128740098630943e-12,-4.217596467398633e-12,-2.2493164720208647e-10,-2.5585845278278927e-05,-1.743196897135854e-07,3.896428139494687e-09,1.6694417650905316e-06,-0.14439574565167151,3.415216367591125e-05,1.1288846277166023e-05,0.00195023404385923,7.66306038168317e-07,4.30845041559296e-08,1.971413499213734e-08,-3.081806542299876e-07
dB/dt tg09,-3.823297750032601e-08,-8.255318130923589e-10,-5.363485238040146e-10,8.720792154613277e-10,-2.8103171790266595e-13,-1.9810996691767106e-12,-1.3081159549402616e-10,-1.4641663998069145e-05,-1.5390816874780267e-07,-8.286960821281538e-09,8.059248402541099e-07,-0.08531361501264463,2.8958681136066054e-05,1.0181632402865106e-05,0.001093603747514783,5.038141692338482e-07,3.381102415434109e-08,1.7462487174158707e-08,-1.7830012980171702e-07
dB/dt tg10,-2.2897682350472014e-08,1.7394896810649054e-10,2.3890707222157777e-10,5.440478223536701e-10,-1.2545783610595923e-13,-1.2196236209145686e-12,-8.27745306062024e-11,-9.222896216061815e-06,-1.3445376091859e-07,-1.1503635833123595e-08,4.0282011688976904e-07,-0.054774398538686195,2.522423176857785e-05,9.334174265069706e-06,0.0006670591268637917,3.49123353041194e-07,2.7319228400522316e-08,1.512037110106328e-08,-1.1214730229350813e-07
dB/dt tg11,-1.5908932310800997e-08,2.3939768130265936e-10,1.925758681159407e-10,3.806538809281266e-10,1.8889082136324744e-13,-6.106538784931684e-13,-5.67149803116759e-11,-6.23495830269712e-06,-1.2185252315826188e-07,-1.394724674220865e-08,2.200495434093338e-07,-0.037446223163320635,2.238646545653309e-05,8.656585617045005e-06,0.000440924398365699,2.5317539479800643e-07,2.2773652134621753e-08,1.3438826763752431e-08,-7.638637586551403e-08
dB/dt tg12,-1.17194059362217e-08,-9.855262397347572e-11,-2.2362887419024305e-10,2.676931092742212e-10,6.176103158227665e-13,2.6260707029836088e-14,-3.647100536891677e-11,-3.8755489749991384e-06,-1.0917212339417994e-07,-1.6289106916186267e-08,1.0917675232990422e-07,-0.023470248884903233,1.925958902746557e-05,7.869367234980622e-06,0.0002702898813993211,1.6934843296229303e-07,1.8144078075765316e-08,1.1640730562510548e-08,-4.8738447072484404e-08
dB/dt tg13,-6.957376015365776e-09,-2.108242010941205e-11,-1.8596676744247797e-10,1.629534077485295e-10,6.297816941901573e-13,2.263785606429628e-13,-2.1551939713829828e-11,-2.2431884545731036e-06,-9.291174524719911e-08,-1.5842809855291823e-08,3.208546685307147e-08,-0.013684955977671737,1.607323067259355e-05,7.012899699850204e-06,0.00014904503341895564,1.0556196340015225e-07,1.3644469231787347e-08,9.491631395732499e-09,-2.8449142090527656e-08
dB/dt tg14,-3.766042285698306e-09,1.4672838298274703e-10,-2.936848918156256e-11,9.853937742674807e-11,5.006030542377075e-13,2.1718828050569595e-13,-1.3613223444054612e-11,-1.419863323946761e-06,-7.979572164010479e-08,-1.4466514011010075e-08,-4.460925835298826e-09,-0.008707240828787833,1.368045307432163e-05,6.3237316830836495e-06,8.719153971524888e-05,7.054740869727907e-08,1.0510193948875934e-08,7.809617591962791e-09,-1.7716142662054137e-08
dB/dt tg15,-2.272175355420918e-09,1.6973050796673615e-10,-8.102146803374478e-12,6.600679605481961e-11,4.4775447824506245e-13,2.335047743513409e-13,-9.284325664271585e-12,-9.64966392910173e-07,-7.028038201411324e-08,-1.3493739833897413e-08,-1.7196069392499288e-08,-0.005933762245168873,1.1831205153004416e-05,5.7570017682145405e-06,5.503336165393142e-05,4.999243170264272e-08,8.308148214072564e-09,6.585556491132964e-09,-1.1914436136333356e-08
dB/dt tg16,-1.368468823876119e-09,1.1119685932808618e-10,-6.202778878781512e-11,4.2969180000865515e-11,4.254495515170212e-13,2.7101978493182015e-13,-5.790646383485914e-12,-5.890344322989289e-07,-5.965030185288764e-08,-1.2394029401580242e-08,-1.989941471239687e-08,-0.0036218208333835054,9.660149756550313e-06,5.0437148794029445e-06,3.0712790835181995e-05,3.1969817197692036e-08,5.980359721600915e-09,5.228676573744051e-09,-7.288405347009794e-09
dB/dt tg17,-8.879937586371065e-10,4.8706972861450695e-11,-1.1384842834429798e-10,2.8889473162731135e-11,3.961744737826794e-13,2.881420015227861e-13,-3.5389861302390625e-12,-3.466548166978842e-07,-4.9448478303942646e-08,-1.1127372453532476e-08,-1.695644769771698e-08,-0.0021237877392771562,7.566959170581337e-06,4.292997126490023e-06,1.6362258850818425e-05,1.9646423255835104e-08,3.996998284715408e-09,3.96904763916907e-09,-4.353738706011193e-09
