,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,9.368830959091232e-07,-2.1695956635137716e-07,-1.4732290835453582e-07,-3.31101788275054e-09,-2.436568921738353e-10,-3.556629481769936e-10,-7.215763475397959e-09,-0.0006593650869685402,1.6734755627286423e-06,2.289838395147876e-06,8.52509368089335e-05,-1.483062297225489,9.839749674153613e-05,2.476806281908531e-05,0.0625752405474042,2.567124999383294e-07,8.14372168599699e-08,-2.8038353754796196e-07,-9.058568773123558e-06
dB/dt tg02,1.3579441233493622e-07,-9.686351301602426e-08,-5.7160297281553536e-08,4.27279951254289e-09,-1.3399288925996224e-10,-1.9504446765129193e-10,-4.417826355024048e-09,-0.00041085410657951024,7.693905767651956e-07,1.2313892123478978e-06,4.907088726602778e-05,-1.1213543417439467,8.401391955853005e-05,2.3545876437491333e-05,0.03800361442840683,1.4156310743602028e-06,9.821415040050155e-08,-1.2588625623131453e-07,-5.5500907989687095e-06
dB/dt tg03,-1.992945838370695e-07,-6.191226593560313e-08,-4.0848057445562397e-08,6.747632893178477e-09,-7.115638776037584e-11,-1.0911138668327991e-10,-2.951380520935751e-09,-0.00027527770926856406,2.665395471882444e-07,6.727931332251672e-07,3.127881715138006e-05,-0.8522515124594295,7.377259133176259e-05,2.2206260842923003e-05,0.025140789755892554,1.7453576602057983e-06,1.0304370888477338e-07,-4.6769043943011254e-08,-3.709573500208416e-06
dB/dt tg04,-2.9179162293495767e-07,-4.065587258402782e-08,-3.152309750400867e-08,6.419748336001442e-09,-3.166632436474973e-11,-5.3977534198193705e-11,-1.8409446112589527e-09,-0.00017139607797098536,-2.7924328708668045e-08,3.1657632809604127e-07,1.8476557785320784e-05,-0.5919717578530266,6.345887750252597e-05,2.0478393809299674e-05,0.01546829766929093,1.6994349914921562e-06,9.648297091821811e-08,-3.135899228707649e-10,-2.313944414374733e-06
dB/dt tg05,-1.9357203319577477e-07,-1.2735654969753302e-08,-6.955499053390775e-09,4.1791069354566394e-09,-1.8597742719538615e-11,-2.9762873474146525e-11,-1.0449385338507094e-09,-9.902778749482898e-05,-9.3520094000238e-08,1.5878495845847282e-07,9.464325656155455e-06,-0.380510596200881,5.3772738236618916e-05,1.855312188283585e-05,0.008631180492003135,1.407755819883891e-06,7.894476604201738e-08,1.4659116718364209e-08,-1.312040850948204e-06
dB/dt tg06,-1.4011694145722598e-07,-4.433495861078431e-09,-8.998851077853428e-10,2.9366845317299092e-09,-1.0924957348688785e-11,-1.7427457630131518e-11,-6.582628513477964e-10,-6.289686531235804e-05,-1.2636570811149718e-07,8.074980736783148e-08,5.430033322036214e-06,-0.259250754096303,4.7083701538099744e-05,1.7053058792485228e-05,0.005340817705939292,1.1239353417699467e-06,6.686559703681788e-08,2.0326733405174318e-08,-8.252911366809885e-07
dB/dt tg07,-1.2080788808472846e-07,-4.344333236172105e-09,-2.777162185800352e-09,2.3359860269318012e-09,-4.896149121828894e-12,-9.400220661220764e-12,-4.540278723961135e-10,-4.304989423207251e-05,-1.5387399104965142e-07,3.1511666132896376e-08,3.5155508618508397e-06,-0.18538899714937646,4.21756278566398e-05,1.5862828330976064e-05,0.0036183258446467067,8.98459148175274e-07,5.868917474051198e-08,2.3414661389058104e-08,-5.683410120249428e-07
dB/dt tg08,-9.274758221291577e-08,-3.5432802387175256e-09,-3.1780459854960304e-09,1.6929941490460656e-09,-1.1794880415312436e-12,-4.099371807008446e-12,-2.8831918917618995e-10,-2.7100822034670163e-05,-1.6004952799519776e-07,-1.3986989445372755e-11,2.036375737816611e-06,-0.1221501844419454,3.6963375877085606e-05,1.451705602329722e-05,0.002241334124869425,6.643628519270231e-07,4.916964644282112e-08,2.3481240842456773e-08,-3.5994051467983917e-07
dB/dt tg09,-5.60079846292097e-08,-1.2024878701352406e-09,-1.0949583371146467e-09,1.0331722253758156e-09,-2.720434156273144e-13,-1.9764815749407275e-12,-1.6822178569784098e-10,-1.588521730342379e-05,-1.425736388679905e-07,-1.127973921820353e-08,1.0045986392578367e-06,-0.07485380611531313,3.1790545909817784e-05,1.3092364795637548e-05,0.0012645465972523325,4.541760002038601e-07,3.8973270740383394e-08,2.049932148478805e-08,-2.090114816703684e-07
dB/dt tg10,-3.1898902513076717e-08,3.727206268850674e-10,5.184322789156493e-10,6.288876628403009e-10,-3.3762656588685207e-13,-1.4076739277537629e-12,-1.0630289002797465e-10,-1.0188114520716145e-05,-1.2405999343763505e-07,-1.3099803433815967e-08,5.094835468287912e-07,-0.04949750329933843,2.8026593759463067e-05,1.1994472089560114e-05,0.0007724264594872874,3.245307818360652e-07,3.169740751150129e-08,1.7477895593862465e-08,-1.3133222247414807e-07
dB/dt tg11,-2.243435425635184e-08,4.152090212362744e-10,4.106235241311325e-10,4.4576163339540745e-10,7.405686921568705e-14,-7.149103620327721e-13,-7.304385269481038e-11,-6.997920853336264e-06,-1.1422303138390374e-07,-1.5877278989184815e-08,2.88745537376123e-07,-0.034677463453172845,2.5134879168536187e-05,1.1111771663289898e-05,0.0005135145232840941,2.415628262589541e-07,2.669094761539638e-08,1.5524991956761505e-08,-8.975270554506148e-08
dB/dt tg12,-1.819254520786018e-08,-2.171060452337366e-10,-4.769041274271104e-10,3.349630151439318e-10,7.557867651994512e-13,1.401731276382658e-13,-4.7482379111283074e-11,-4.440185825074519e-06,-1.0562020860942677e-07,-1.9337974561922252e-08,1.5848347861903875e-07,-0.022362131277652977,2.190927409975504e-05,1.0080876937061878e-05,0.00031981728441664124,1.6675097494670146e-07,2.162256376069081e-08,1.356534567647717e-08,-5.794835356834513e-08
dB/dt tg13,-1.113848990921006e-08,-9.560308102294565e-11,-3.724567306209538e-10,2.082635133400417e-10,7.687319552418037e-13,3.392691148091072e-13,-2.8195792763941874e-11,-2.6241609002334192e-06,-9.121256874491583e-08,-1.8623717130537605e-08,5.913116542386313e-08,-0.013450870015778538,1.8569696728887116e-05,8.953324275274402e-06,0.00017848661598330516,1.0746060417201403e-07,1.6513462110634317e-08,1.1012665604037194e-08,-3.403129425616951e-08
dB/dt tg14,-5.811491820139575e-09,1.9849794979179187e-10,-1.519991635939578e-11,1.224697519349504e-10,5.640636899914306e-13,2.633157223741404e-13,-1.774707765137107e-11,-1.685158221065881e-06,-7.86997365347228e-08,-1.6618356690833495e-08,7.806989090312309e-09,-0.008767456658888898,1.6018562939063828e-05,8.042449207491917e-06,0.0001047331526318916,7.364768007128922e-08,1.2871616130889802e-08,8.96406650864463e-09,-2.1136626609441396e-08
dB/dt tg15,-3.4731641221364936e-09,2.4189238075317424e-10,4.3001723162873465e-11,8.120328178191331e-11,4.985571482663689e-13,2.676376307126335e-13,-1.2095525828999496e-11,-1.159690124227341e-06,-6.990738299513911e-08,-1.5391040747950168e-08,-1.1020053927221529e-08,-0.006093131189716664,1.4016259542744004e-05,7.29186957140525e-06,6.655631636761816e-05,5.328182642254988e-08,1.0302455239897407e-08,7.50816429473858e-09,-1.4219854084781927e-08
dB/dt tg16,-2.2839824170894863e-09,1.436549637612592e-10,-6.519389132491698e-11,5.481075819360448e-11,4.993404522510033e-13,3.2356618516955254e-13,-7.592786603919661e-12,-7.201109519874693e-07,-6.029056592037963e-08,-1.4176664081269846e-08,-1.6384013853033028e-08,-0.003808055339884584,1.1624931966886247e-05,6.346562395625454e-06,3.7951255141752774e-05,3.496849740010246e-08,7.56639012125694e-09,5.9264401111098836e-09,-8.77394196024117e-09
dB/dt tg17,-1.7248022529486435e-09,3.828278709714469e-11,-1.752580844231832e-10,3.94143759156196e-11,4.913956880637092e-13,3.5759548818568863e-13,-4.70092461898573e-12,-4.320270191499769e-07,-5.0890465880929386e-08,-1.2774461470593679e-08,-1.427649844968109e-08,-0.002287223911662895,9.269964421527853e-06,5.35293956807854e-06,2.1026852831635303e-05,2.2075197614184987e-08,5.192758092495501e-09,4.464631159737641e-09,-5.328453872845814e-09
