X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.357,100.000,0.0,1.0e-06,0.554
0.000,0.000,0.000,6.304,3587.519,0.0,2.3e-04,0.899
0.000,0.000,0.000,4.924,2835.526,0.1,2.6e-04,0.935
0.000,0.000,0.000,0.000,1363.683,0.0,1.0e-06,0.117
