time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.357160976e-06,5.667555556e-04,5.390222222e-07,4.534044444e-05,1.756629614e+03,5.759000000e+01
6.070000e-06,1.491745564e-06,2.252444444e-04,3.825777778e-07,1.801955556e-05,2.234758450e+03,7.881000000e+01
7.080000e-06,7.284043536e-07,8.878222222e-05,2.533333333e-07,7.102577778e-06,2.788503058e+03,1.135000000e+02
8.520000e-06,2.946200271e-07,2.357333333e-05,1.459022222e-07,1.885866667e-06,3.744846968e+03,2.018300000e+02
1.053000e-05,3.635691590e-08,2.398222222e-06,9.847111111e-08,1.918577778e-07,1.061458292e+04,6.501500000e+02
1.255000e-05,-4.569847663e-08,-2.702222222e-07,7.096888889e-08,2.161777778e-08,-6.802484352e+03,-2.081550000e+03
1.456000e-05,-6.428187034e-08,-1.857777778e-07,5.845333333e-08,1.486222222e-08,-4.230064100e+03,-2.086340000e+03
1.744000e-05,-6.889554795e-08,1.201422222e-07,4.490666667e-08,4.490666667e-08,-2.989762358e+03,2.063890000e+03
2.146000e-05,-6.398696069e-08,3.699555556e-07,3.953777778e-08,3.953777778e-08,-2.222786373e+03,6.897000000e+02
2.549000e-05,-5.546557479e-08,4.472888889e-07,3.530666667e-08,3.578311111e-08,-1.835310315e+03,4.564900000e+02
2.950000e-05,-4.639692599e-08,3.982222222e-07,3.548444444e-08,3.548444444e-08,-1.620486478e+03,3.865300000e+02
3.528000e-05,-3.551929580e-08,2.904888889e-07,3.038222222e-08,3.038222222e-08,-1.437091380e+03,3.541100000e+02
4.330000e-05,-2.630865097e-08,2.880000000e-07,3.180444444e-08,3.180444444e-08,-1.247755127e+03,2.530700000e+02
5.140000e-05,-2.056093546e-08,2.229333333e-07,2.860444444e-08,2.860444444e-08,-1.105031008e+03,2.255300000e+02
5.941000e-05,-1.648731918e-08,1.932444444e-07,2.577777778e-08,2.577777778e-08,-1.005716616e+03,1.949300000e+02
7.095000e-05,-1.214166278e-08,1.121422222e-07,2.193777778e-08,2.193777778e-08,-9.174212579e+02,2.083900000e+02
8.707000e-05,-8.597725484e-09,7.109333333e-08,2.184888889e-08,2.184888889e-08,-8.209277807e+02,2.007400000e+02
