X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.773,100.000,0.0,1.0e-06,0.182
0.000,0.000,0.000,4.572,2378.914,0.1,5.9e-04,0.865
0.000,0.000,0.000,4.007,2200.723,0.2,5.6e-04,0.831
0.000,0.000,0.000,7.413,1334.399,0.5,1.0e-06,0.235
0.000,0.000,0.000,0.000,458.154,0.0,1.0e-06,0.099
