X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.581,100.000,0.0,1.0e-06,0.248
0.000,0.000,0.000,4.883,2503.126,0.1,6.1e-04,0.880
0.000,0.000,0.000,4.149,2310.544,0.1,5.7e-04,0.846
0.000,0.000,0.000,8.483,1481.469,0.6,1.0e-06,0.316
0.000,0.000,0.000,0.000,384.828,0.0,1.0e-06,0.096
