X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.612,100.000,0.0,1.0e-06,0.272
0.000,0.000,0.000,4.908,2485.820,0.1,6.1e-04,0.882
0.000,0.000,0.000,4.167,2292.312,0.1,5.7e-04,0.848
0.000,0.000,0.000,7.645,1376.657,0.6,1.0e-06,0.320
0.000,0.000,0.000,0.000,446.201,0.0,1.0e-06,0.098
