time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,9.459825062e-06,5.118533333e-04,3.666000000e-07,7.165946667e-05,8.657835261e+02,6.060000000e+01
6.070000e-06,4.657102396e-06,1.960400000e-04,2.593066667e-07,2.744560000e-05,1.028694246e+03,8.504000000e+01
7.080000e-06,2.584852848e-06,7.507066667e-05,1.478360000e-07,1.050989333e-05,1.178506570e+03,1.248200000e+02
8.520000e-06,1.313087648e-06,1.859866667e-05,7.533066667e-08,2.603813333e-06,1.359615744e+03,2.324000000e+02
1.053000e-05,5.035650744e-07,1.011746667e-06,4.186000000e-08,1.416445333e-07,1.809646029e+03,1.136680000e+03
1.255000e-05,1.899280704e-07,-6.220933333e-07,4.815200000e-08,8.709306667e-08,2.587491945e+03,-1.173780000e+03
1.456000e-05,6.965012987e-08,-4.463333333e-07,5.044000000e-08,6.248666667e-08,3.942706131e+03,-1.143260000e+03
1.744000e-05,-8.609145883e-09,-1.087493333e-08,1.825200000e-08,1.522490667e-09,-1.176143938e+04,-1.006598000e+04
2.146000e-05,-5.097085921e-08,2.383333333e-07,2.279333333e-08,3.336666667e-08,-2.543395047e+03,9.091200000e+02
2.549000e-05,-6.232492818e-08,3.104400000e-07,2.291466667e-08,4.346160000e-08,-1.669630630e+03,5.726100000e+02
2.950000e-05,-5.967113139e-08,2.976133333e-07,2.334800000e-08,4.166586667e-08,-1.347302489e+03,4.613700000e+02
3.528000e-05,-4.985640332e-08,2.567066667e-07,1.806133333e-08,3.593893333e-08,-1.127153497e+03,3.780400000e+02
4.330000e-05,-4.060344374e-08,2.031466667e-07,1.465013333e-08,2.844053333e-08,-9.186630458e+02,3.140500000e+02
5.140000e-05,-3.401780262e-08,1.745466667e-07,1.799200000e-08,2.443653333e-08,-7.767273850e+02,2.610600000e+02
5.941000e-05,-2.840490356e-08,1.395680000e-07,1.546826667e-08,1.953952000e-08,-6.880972997e+02,2.381000000e+02
7.095000e-05,-2.169763658e-08,9.058400000e-08,1.125973333e-08,1.268176000e-08,-6.125605632e+02,2.362400000e+02
8.707000e-05,-1.586771344e-08,4.806533333e-08,1.095813333e-08,1.095813333e-08,-5.364807957e+02,2.562100000e+02
