time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.596951957e-06,5.118533333e-04,3.666000000e-07,4.094826667e-05,1.400720263e+03,6.060000000e+01
6.070000e-06,3.120383702e-06,1.960400000e-04,2.593066667e-07,1.568320000e-05,1.343460291e+03,8.504000000e+01
7.080000e-06,1.426829549e-06,7.507066667e-05,1.478360000e-07,6.005653333e-06,1.751356241e+03,1.248200000e+02
8.520000e-06,3.224440302e-07,1.859866667e-05,7.533066667e-08,1.487893333e-06,3.467175048e+03,2.324000000e+02
1.053000e-05,4.415689197e-07,1.011746667e-06,4.186000000e-08,8.093973333e-08,1.975293812e+03,1.136680000e+03
1.255000e-05,3.192558888e-07,-6.220933333e-07,4.815200000e-08,4.976746667e-08,1.830258782e+03,-1.173780000e+03
1.456000e-05,7.284070088e-08,-4.463333333e-07,5.044000000e-08,3.570666667e-08,3.826716462e+03,-1.143260000e+03
1.744000e-05,-5.989102351e-08,-1.087493333e-08,1.825200000e-08,8.699946667e-10,-3.227448809e+03,-1.006598000e+04
2.146000e-05,-3.569661523e-08,2.383333333e-07,2.279333333e-08,2.279333333e-08,-3.225104309e+03,9.091200000e+02
2.549000e-05,1.140144006e-08,3.104400000e-07,2.291466667e-08,2.483520000e-08,5.181097785e+03,5.726100000e+02
2.950000e-05,-3.537742605e-10,2.976133333e-07,2.334800000e-08,2.380906667e-08,-4.112985127e+04,4.613700000e+02
3.528000e-05,-3.985986892e-08,2.567066667e-07,1.806133333e-08,2.053653333e-08,-1.308498157e+03,3.780400000e+02
4.330000e-05,-3.315252411e-08,2.031466667e-07,1.465013333e-08,1.625173333e-08,-1.051607706e+03,3.140500000e+02
5.140000e-05,-1.479772604e-08,1.745466667e-07,1.799200000e-08,1.799200000e-08,-1.352932512e+03,2.610600000e+02
5.941000e-05,-9.591614218e-09,1.395680000e-07,1.546826667e-08,1.546826667e-08,-1.419006107e+03,2.381000000e+02
7.095000e-05,-1.104431421e-08,9.058400000e-08,1.125973333e-08,1.125973333e-08,-9.608704067e+02,2.362400000e+02
8.707000e-05,-1.301095645e-08,4.806533333e-08,1.095813333e-08,1.095813333e-08,-6.123846048e+02,2.562100000e+02
