time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.209807418e-05,5.118533333e-04,3.666000000e-07,8.701506667e-05,7.348305883e+02,6.060000000e+01
6.070000e-06,6.117504381e-06,1.960400000e-04,2.593066667e-07,3.332680000e-05,8.576576698e+02,8.504000000e+01
7.080000e-06,3.227735938e-06,7.507066667e-05,1.478360000e-07,1.276201333e-05,1.016304602e+03,1.248200000e+02
8.520000e-06,1.471414436e-06,1.859866667e-05,7.533066667e-08,3.161773333e-06,1.260245979e+03,2.324000000e+02
1.053000e-05,6.469297526e-07,1.011746667e-06,4.186000000e-08,1.719969333e-07,1.531296483e+03,1.136680000e+03
1.255000e-05,2.814596254e-07,-6.220933333e-07,4.815200000e-08,1.057558667e-07,1.990647550e+03,-1.173780000e+03
1.456000e-05,8.069068786e-08,-4.463333333e-07,5.044000000e-08,7.587666667e-08,3.574319881e+03,-1.143260000e+03
1.744000e-05,-3.822305473e-08,-1.087493333e-08,1.825200000e-08,1.848738667e-09,-4.353951541e+03,-1.006598000e+04
2.146000e-05,-6.950907919e-08,2.383333333e-07,2.279333333e-08,4.051666667e-08,-2.068239210e+03,9.091200000e+02
2.549000e-05,-6.343206628e-08,3.104400000e-07,2.291466667e-08,5.277480000e-08,-1.650145941e+03,5.726100000e+02
2.950000e-05,-6.304134327e-08,2.976133333e-07,2.334800000e-08,5.059426667e-08,-1.298845980e+03,4.613700000e+02
3.528000e-05,-6.459679839e-08,2.567066667e-07,1.806133333e-08,4.364013333e-08,-9.483959639e+02,3.780400000e+02
4.330000e-05,-5.227211715e-08,2.031466667e-07,1.465013333e-08,3.453493333e-08,-7.762794676e+02,3.140500000e+02
5.140000e-05,-3.933415637e-08,1.745466667e-07,1.799200000e-08,2.967293333e-08,-7.050602467e+02,2.610600000e+02
5.941000e-05,-3.179628682e-08,1.395680000e-07,1.546826667e-08,2.372656000e-08,-6.382553477e+02,2.381000000e+02
7.095000e-05,-2.536774059e-08,9.058400000e-08,1.125973333e-08,1.539928000e-08,-5.519538859e+02,2.362400000e+02
8.707000e-05,-2.007346454e-08,4.806533333e-08,1.095813333e-08,1.095813333e-08,-4.586508359e+02,2.562100000e+02
