X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.994,100.000,0.0,1.0e-06,0.158
0.000,0.000,0.000,4.485,2281.444,0.1,5.8e-04,0.853
0.000,0.000,0.000,4.008,2113.996,0.2,5.5e-04,0.820
0.000,0.000,0.000,7.702,1356.681,0.5,1.0e-06,0.208
0.000,0.000,0.000,0.000,456.123,0.0,1.0e-06,0.099
