,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,1.2543704361823982e-05,9.793789884655616e-07,1.0988016716876309e-06,-5.833721329197057e-07,-3.3337461944570604e-07,-1.4375113952745682e-09,-1.270396485478376e-09,1.1944582498873348e-09,-1.7439559898373184e-08,-0.0012487300103137396,8.712214691220253e-06,7.655447026469564e-06,-1.2985547621277697e-05,0.0001467885720255022,-3.7124668163193575,1.061576887139191e-05,6.304626587772492e-06,-8.107963285036819,0.07790370964834235,-7.210277695413702e-07,-1.0146343955832747e-06,-1.380828418915156e-06,-4.832438611240843e-05,-1.3066271771911128e-05
dB/dt tg02,6.091264368206799e-06,7.089346824008126e-07,7.706566294666631e-07,-1.7898667799232547e-07,-1.4670004338934892e-07,-7.196284450042861e-10,-6.548118341364474e-10,2.1273349278471675e-10,-1.235671730619645e-08,-0.0007576714201212195,4.328743163593888e-06,3.927574034164072e-06,4.900671017281278e-06,9.982083573889063e-05,-2.8752212844114844,9.604462397658167e-06,6.604588644967538e-06,10.89197601466613,0.05514943152856317,2.958092795792604e-06,-4.7125190339484876e-07,-6.866730123177195e-07,-3.132699097386513e-05,-9.277894792568532e-06
dB/dt tg03,3.1167883437517745e-06,4.295040003602959e-07,4.6313889829395657e-07,-3.660656253221786e-07,-6.813125245710268e-08,-3.8531745422606806e-10,-3.643550569225227e-10,1.7915188001330337e-09,-9.080006075243447e-09,-0.0004936050278324198,2.2906425326814565e-06,2.1723662705218096e-06,3.4093898011411717e-06,7.111614606700924e-05,-2.169152204652614,8.639142769446998e-06,6.345209942051717e-06,-2.1474497908651236,0.040445151371370926,4.0116182429522376e-06,-2.2348555019171903e-07,-3.6323861661514e-07,-2.9411115641543193e-05,-6.8267038567382915e-06
dB/dt tg04,1.4318791006013078e-06,2.1894636041641264e-07,2.3535190292546925e-07,-4.366456908505722e-07,-2.7753745159038324e-08,-1.8719624794010376e-10,-1.848618270072828e-10,2.441656159681582e-09,-6.116759630515107e-09,-0.00029567433580867796,1.0874079544560923e-06,1.089987825919281e-06,4.866985723430708e-07,4.6292289755574755e-05,-1.4571170417356998,7.507133215760036e-06,5.7511112867318495e-06,-10.66255799663222,0.027146342154870114,3.918596287670206e-06,-8.274684136939669e-08,-1.6760475465879176e-07,-2.4191657175595957e-05,-4.604489965402966e-06
dB/dt tg05,7.201563562540373e-07,1.688992346754968e-07,1.771127929610266e-07,-1.0314263824267148e-07,-1.1419571552555377e-08,-9.214414190778066e-11,-9.036722923373755e-11,6.488650852096894e-10,-3.746960154877862e-09,-0.00016250692597659985,5.157482397039188e-07,5.212533321897653e-07,3.7118578679686933e-06,2.714599614959955e-05,-0.8912173905466624,6.3651940662017005e-06,4.992979096765552e-06,1.6362885886102978,0.01653892797899819,3.13205668224975e-06,-2.1669498990661244e-08,-6.864033025418502e-08,-1.0329783609440264e-05,-2.8247482702527993e-06
dB/dt tg06,4.0371469424101405e-07,1.1994699702214377e-07,1.2447241067845334e-07,-2.505726142211675e-08,-5.230858280319267e-09,-5.074051567480883e-11,-4.970212173181955e-11,2.2258946231225806e-10,-2.483068308963909e-09,-9.901780458743223e-05,2.6929535499011655e-07,2.7836573725595347e-07,3.4079245652345312e-06,1.7347190289343576e-05,-0.579023923177235,5.549794552212355e-06,4.3848009476586e-06,3.1718286175182113,0.010897020636950487,2.3962791847921504e-06,1.8823097133673233e-09,-2.8369602954154343e-08,-5.5567167140165705e-06,-1.8735339357114642e-06
dB/dt tg07,2.1573783830996452e-07,7.062317133582141e-08,7.305956095276911e-08,-6.650001399389838e-08,-2.060960565951423e-09,-2.8185116443634876e-11,-2.8839734781792413e-11,4.5242565194443875e-10,-1.7636598642243376e-09,-6.565746727313223e-05,1.3620467348608976e-07,1.5499339473001317e-07,1.6599867499464377e-06,1.1982970482560579e-05,-0.39651296395591684,4.9479335748060905e-06,3.909540883127071e-06,-0.2355138802947477,0.00769581120216727,1.8389501737546067e-06,1.3320280173973139e-08,-8.964662167951466e-09,-5.058498344385044e-06,-1.3310623067493824e-06
dB/dt tg08,9.595139917796135e-08,3.707196341930851e-08,3.813172891613034e-08,-7.530212407649722e-08,-2.928271739181682e-10,-1.3285458960933135e-11,-1.4622253278662248e-11,4.893542544499408e-10,-1.156181666392661e-09,-3.980043366006446e-05,5.0230098701540935e-08,7.188934863507867e-08,5.927531754104024e-07,7.581687471317065e-06,-0.2477038174156278,4.317432894174334e-06,3.394810722607101e-06,-1.7817086091325915,0.005004875280526187,1.291375968896622e-06,1.8710171643984735e-08,2.8164730496404862e-09,-4.035418530403599e-06,-8.726254322729151e-07
dB/dt tg09,5.3070030051711124e-08,2.5453262631445993e-08,2.5920819581243385e-08,-3.370108758221348e-08,2.0918309831750637e-11,-6.653420551396714e-12,-7.302169184504548e-12,2.368094920771645e-10,-6.994934880091452e-10,-2.232288350454695e-05,1.4695664776433334e-08,3.0244821952937466e-08,5.799123019168364e-07,4.372392941340772e-06,-0.1429493007736503,3.7094860593779624e-06,2.885624516959465e-06,-0.5221360313517658,0.0029946498605042844,8.30791121032504e-07,1.8097362312815504e-08,7.082815778261603e-09,-2.0887423624362395e-06,-5.278497314444755e-07
dB/dt tg10,4.4754207632996656e-08,2.2567830090973416e-08,2.28659846123201e-08,2.910787230576645e-10,-1.5023263068494128e-10,-4.625252319115458e-12,-4.571714229372158e-12,3.192864547222876e-11,-4.552960604522368e-10,-1.3786523217985242e-05,5.780186365378948e-09,1.5553277377370138e-08,7.572855637235122e-07,2.7135682470402902e-06,-0.08998745999163617,3.2836898623038196e-06,2.523617557521439e-06,0.7447969386596838,0.0019275197104913198,5.646847236990184e-07,1.578673372191199e-08,7.46882462119623e-09,-7.658228739703377e-07,-3.434332577664373e-07
